AIRPORT;TIME;FLIGHT;TO/FROM;AIRLINE;AIRCRAFT;STATUS;TYPE
CGK;4:55:00 PM;ID6341;SRG;Batik Air ;A320 (PK-LAO) ;Landed 4:58 PM;Arrival
CGK;4:55:00 PM;JT123;TKG;Lion Air ;B739 (PK-LSS) ;Landed 5:41 PM;Arrival
CGK;4:55:00 PM;QG967;DJB;Citilink ;A320 (PK-GLO) ;Landed 6:28 PM;Arrival
CGK;5:00:00 PM;GA113;PLM;Garuda Indonesia ;B738 (PK-GMA) ;Landed 5:14 PM;Arrival
CGK;5:00:00 PM;GA411;DPS;Garuda Indonesia (Retro Livery) ;A333 (PK-GHD) ;Landed 5:24 PM;Arrival
CGK;5:00:00 PM;OD348;KUL;Batik Air ;B38M (9M-LRG) ;Landed 5:17 PM;Arrival
CGK;5:05:00 PM;GA601;MDC;Garuda Indonesia ;B738 (PK-GNA) ;Landed 5:26 PM;Arrival
CGK;5:05:00 PM;JL725;NRT;Japan Airlines ;B788 (JA843J) ;Landed 5:01 PM;Arrival
CGK;5:10:00 PM;GA507;PNK;Garuda Indonesia ;B738 (PK-GMD) ;Landed 4:47 PM;Arrival
CGK;5:10:00 PM;ID6725;KDI;Batik Air ;32A ;Unknown;Arrival
CGK;5:10:00 PM;QG975;TNJ;Citilink (Retro Livery) ;A320 (PK-GQI) ;Landed 5:44 PM;Arrival
CGK;5:10:00 PM;QZ815;DPS;AirAsia ;A320 (PK-AZK) ;Landed 6:06 PM;Arrival
CGK;5:10:00 PM;SQ962;SIN;Singapore Airlines ;A359 (9V-SMR) ;Landed 5:05 PM;Arrival
CGK;5:15:00 PM;GA221;SOC;Garuda Indonesia ;B738 (PK-GUE) ;Landed 5:14 PM;Arrival
CGK;5:15:00 PM;JT323;BDJ;Lion Air ;739;Unknown;Arrival
CGK;5:15:00 PM;JT725;PNK;Lion Air ;B738 (PK-LOV) ;Unknown;Arrival
CGK;5:20:00 PM;IU743;DPS;Super Air Jet ;A320 (PK-STA) ;Landed 6:27 PM;Arrival
CGK;5:20:00 PM;SV826;JED;Saudia ;B77W (HZ-AK34) ;Unknown;Arrival
CGK;5:25:00 PM;IU251;UPG;Super Air Jet ;A320 (PK-SJM) ;Landed 5:22 PM;Arrival
CGK;5:30:00 PM;ID6855;PKU;Batik Air ;A320 (PK-LAM) ;Landed 5:39 PM;Arrival
CGK;5:30:00 PM;IU927;PLM;Super Air Jet ;A320 (PK-STD) ;Landed 8:02 PM;Arrival
CGK;5:35:00 PM;GA875;HND;Garuda Indonesia ;A333 (PK-GPT) ;Landed 5:46 PM;Arrival
CGK;5:35:00 PM;IU825;PGK;Super Air Jet ;A320 (PK-SAI) ;Landed 6:23 PM;Arrival
CGK;5:35:00 PM;MH723;KUL;Malaysia Airlines ;B738 (9M-MXL) ;Landed 5:30 PM;Arrival
CGK;5:35:00 PM;SJ187;PNK;Sriwijaya Air ;738;Unknown;Arrival
CGK;5:35:00 PM;TK56;IST;Turkish Airlines ;A359 (TC-LGK) ;Landed 5:23 PM;Arrival
CGK;5:40:00 PM;JT793;UPG;Lion Air ;B738 (PK-LJS) ;Landed 7:18 PM;Arrival
CGK;5:40:00 PM;JT881;UPG;Lion Air ;738;Unknown;Arrival
CGK;5:40:00 PM;JT939;UPG;Lion Air ;739;Unknown;Arrival
CGK;5:40:00 PM;QG503;KUL;Citilink ;A20N (PK-GTH) ;Landed 5:12 PM;Arrival
CGK;5:40:00 PM;QG793;SRG;Citilink ;A20N (PK-GTK) ;Landed 6:23 PM;Arrival
CGK;5:45:00 PM;GA647;AMQ;Garuda Indonesia ;B738 (PK-GFS) ;Landed 5:44 PM;Arrival
CGK;5:45:00 PM;GA867;BKK;Garuda Indonesia ;B738 (PK-GMF) ;Landed 5:50 PM;Arrival
CGK;5:45:00 PM;ID6587;SUB;Batik Air ;B738 (PK-LZZ) ;Landed 5:39 PM;Arrival
CGK;5:45:00 PM;ID6797;UPG;Batik Air ;738;Canceled;Arrival
CGK;5:45:00 PM;ID7363;SOC;Batik Air ;A320 (PK-BKU) ;Landed 5:37 PM;Arrival
CGK;5:45:00 PM;ID6295;UPG;Batik Air ;32A ;Unknown;Arrival
CGK;5:45:00 PM;ID6862;SUB;Batik Air ;32A ;Unknown;Arrival
CGK;5:50:00 PM;JT379;BTH;Lion Air ;738;Unknown;Arrival
CGK;5:55:00 PM;JT385;KNO;Lion Air ;B739 (PK-LFL) ;Landed 6:00 PM;Arrival
CGK;5:55:00 PM;QZ861;LBJ;AirAsia ;A320 (PK-AXE) ;Landed 5:53 PM;Arrival
CGK;5:55:00 PM;TG435;BKK;Thai Airways ;B772 (HS-TJW) ;Landed 6:15 PM;Arrival
CGK;6:00:00 PM;GA665;DJJ;Garuda Indonesia ;B738 (PK-GNC) ;Landed 6:17 PM;Arrival
CGK;6:00:00 PM;ID8355;SRG;Batik Air ;A320 (PK-LUR) ;Unknown;Arrival
CGK;6:00:00 PM;IP343;BTJ;Pelita Air ;A320 (PK-PWC) ;Landed 5:36 PM;Arrival
CGK;6:00:00 PM;QG415;PNK;Citilink ;A20N (PK-GTI) ;Landed 6:25 PM;Arrival
CGK;6:05:00 PM;SQ964;SIN;Singapore Airlines ;B77W (9V-SWH) ;Landed 5:55 PM;Arrival
CGK;6:10:00 PM;GA213;YIA;Garuda Indonesia ;B738 (PK-GMY) ;Landed 6:34 PM;Arrival
CGK;6:10:00 PM;GA241;SRG;Garuda Indonesia ;B738 (PK-GMX) ;Landed 6:30 PM;Arrival
CGK;6:10:00 PM;GA315;SUB;Garuda Indonesia ;B738 (PK-GFP) ;Landed 6:03 PM;Arrival
CGK;6:10:00 PM;ID6275;MDC;Batik Air ;B738 (PK-LBS) ;Landed 6:12 PM;Arrival
CGK;6:10:00 PM;8B5117;DPS;TransNusa ;320;Unknown;Arrival
CGK;6:10:00 PM;IP631;BDJ;Pelita Air ;A320 (PK-PWI) ;Unknown;Arrival
CGK;6:10:00 PM;IP613;BDJ;Pelita Air ;A320 (PK-PWG) ;Landed 6:07 PM;Arrival
CGK;6:15:00 PM;ID6293;UPG;Batik Air ;A320 (PK-LUV) ;Landed 6:09 PM;Arrival
CGK;6:15:00 PM;ID6261;UPG;Batik Air ;32A ;Unknown;Arrival
CGK;6:20:00 PM;ID7150;SIN;Batik Air ;B738 (PK-LDM) ;Landed 6:26 PM;Arrival
CGK;6:20:00 PM;JT761;BPN;Lion Air ;B39M (PK-LRI) ;Landed 6:14 PM;Arrival
CGK;6:20:00 PM;JT687;PNK;Lion Air ;B738 (PK-LOR) ;Unknown;Arrival
CGK;6:25:00 PM;GA163;PDG;Garuda Indonesia ;B738 (PK-GNE) ;Landed 6:52 PM;Arrival
CGK;6:25:00 PM;ID6803;DJB;Batik Air ;B738 (PK-LZO) ;Landed 6:47 PM;Arrival
CGK;6:25:00 PM;IU737;DPS;Super Air Jet ;320;Unknown;Arrival
CGK;6:25:00 PM;IU901;PDG;Super Air Jet ;A320 (PK-STU) ;Landed 7:26 PM;Arrival
CGK;6:25:00 PM;IU943;KNO;Super Air Jet ;A320 (PK-SJJ) ;Delayed 10:30 PM;Arrival
CGK;6:30:00 PM;GA419;DPS;Garuda Indonesia (Livin' by Mandiri Livery) ;B738 (PK-GFI) ;Landed 6:20 PM;Arrival
CGK;6:30:00 PM;IU867;PKU;Super Air Jet ;A320 (PK-SAV) ;Landed 7:08 PM;Arrival
CGK;6:30:00 PM;SJ77;PGK;Sriwijaya Air ;B735 (PK-CLE) ;Landed 6:31 PM;Arrival
CGK;6:30:00 PM;IN79;PGK;Nam Air ;735;Unknown;Arrival
CGK;6:30:00 PM;QG917;KNO;Citilink ;A320 (PK-GQG) ;Landed 7:31 PM;Arrival
CGK;6:35:00 PM;QZ475;PNH;AirAsia ;A320 (PK-AZF) ;Landed 6:11 PM;Arrival
CGK;6:40:00 PM;GA147;BTJ;Garuda Indonesia ;B738 (PK-GMV) ;Landed 6:37 PM;Arrival
CGK;6:40:00 PM;ID6211;BDJ;Batik Air ;A320 (PK-BKQ) ;Landed 7:21 PM;Arrival
CGK;6:40:00 PM;ID6377;YIA;Batik Air ;B738 (PK-LZO) ;Unknown;Arrival
CGK;6:50:00 PM;GA435;LOP;Garuda Indonesia ;B738 (PK-GFD) ;Landed 6:58 PM;Arrival
CGK;6:50:00 PM;JT305;KNO;Lion Air ;B738 (PK-LPK) ;Landed 7:48 PM;Arrival
CGK;6:50:00 PM;QG885;PLM;Citilink ;A320 (PK-GQN) ;Landed 7:20 PM;Arrival
CGK;6:55:00 PM;GA135;DJB;Garuda Indonesia (Pokémon Livery) ;B738 (PK-GMU) ;Landed 6:56 PM;Arrival
CGK;6:55:00 PM;IU733;DPS;Super Air Jet ;A320 (PK-SJR) ;Landed 7:14 PM;Arrival
CGK;6:55:00 PM;JT777;UPG;Lion Air (Dreamliner Livery) ;B739 (PK-LFG) ;Delayed 9:02 PM;Arrival
CGK;6:55:00 PM;ID7579;SUB;Batik Air ;A320 (PK-LUQ) ;Landed 7:43 PM;Arrival
CGK;6:55:00 PM;JT945;UPG;Lion Air ;738;Unknown;Arrival
CGK;6:55:00 PM;QG331;KDI;Citilink ;A320 (PK-GLY) ;Delayed 9:17 PM;Arrival
CGK;7:00:00 PM;ID6269;UPG;Batik Air ;32A ;Unknown;Arrival
CGK;7:00:00 PM;QF41;SYD;Qantas ;A332 (VH-EBM) ;Landed 6:52 PM;Arrival
CGK;7:05:00 PM;ID6253;BPN;Batik Air ;A320 (PK-BKV) ;Landed 6:55 PM;Arrival
CGK;7:05:00 PM;MH725;KUL;Malaysia Airlines ;B738 (9M-MXX) ;Landed 7:00 PM;Arrival
CGK;7:10:00 PM;QG711;SUB;Citilink ;A320 (PK-GLI) ;Landed 8:45 PM;Arrival
CGK;7:10:00 PM;QG969;BTH;Citilink ;A20N (PK-GTA) ;Landed 7:17 PM;Arrival
CGK;7:10:00 PM;TR278;SIN;Scoot ;A320 (9V-TRL) ;Landed 7:23 PM;Arrival
CGK;7:10:00 PM;8B5109;DPS;TransNusa ;320;Unknown;Arrival
CGK;7:15:00 PM;GA121;KNO;Garuda Indonesia (Pocari Sweat Livery) ;B738 (PK-GNN) ;Landed 7:22 PM;Arrival
CGK;7:15:00 PM;QF39;MEL;Qantas ;A332 (VH-EBR) ;Landed 6:46 PM;Arrival
CGK;7:20:00 PM;GA157;BTH;Garuda Indonesia ;B738 (PK-GFW) ;Landed 7:05 PM;Arrival
CGK;7:20:00 PM;IU685;PNK;Super Air Jet ;A320 (PK-SJI) ;Unknown;Arrival
CGK;7:20:00 PM;IU767;LOP;Super Air Jet ;A320 (PK-STF) ;Landed 8:18 PM;Arrival
CGK;7:20:00 PM;IU873;PLM;Super Air Jet ;A320 (PK-SJP) ;Delayed 9:19 PM;Arrival
CGK;7:20:00 PM;ID6353;SRG;Batik Air ;32A ;Unknown;Arrival
CGK;7:20:00 PM;IN291;PKN;Nam Air ;735;Unknown;Arrival
CGK;7:20:00 PM;QG425;BPN;Citilink ;A320 (PK-GLV) ;Landed 8:00 PM;Arrival
CGK;7:20:00 PM;QG883;KNO;Citilink ;A320 (PK-GLU) ;Landed 7:28 PM;Arrival
CGK;7:25:00 PM;GA119;PLM;Garuda Indonesia ;B738 (PK-GUD) ;Landed 7:42 PM;Arrival
CGK;7:25:00 PM;GA179;PKU;Garuda Indonesia (Ayo Pakai Masker Livery) ;B738 (PK-GFQ) ;Landed 7:57 PM;Arrival
CGK;7:25:00 PM;JT209;KNO;Lion Air ;739;Unknown;Arrival
CGK;7:25:00 PM;QZ241;JHB;AirAsia ;A320 (PK-AXS) ;Landed 7:06 PM;Arrival
CGK;7:30:00 PM;SJ581;UPG;Sriwijaya Air ;738;Unknown;Arrival
CGK;7:30:00 PM;QG959;PDG;Citilink ;A20N (PK-GTI) ;Unknown;Arrival
CGK;7:40:00 PM;GA417;DPS;Garuda Indonesia (74th Anniversary Livery) ;A333 (PK-GPZ) ;Landed 7:51 PM;Arrival
CGK;7:40:00 PM;GA575;BPN;Garuda Indonesia ;B738 (PK-GFU) ;Landed 7:40 PM;Arrival
CGK;7:40:00 PM;CX719;HKG;Cathay Pacific ;A333 (B-LAF) ;Landed 7:11 PM;Arrival
CGK;7:40:00 PM;IU869;PKU;Super Air Jet ;A320 (PK-SAA) ;Delayed 9:30 PM;Arrival
CGK;7:45:00 PM;ID6307;SUB;Batik Air ;A320 (PK-LUQ) ;Unknown;Arrival
CGK;7:45:00 PM;ID8369;SOC;Batik Air ;32A ;Canceled;Arrival
CGK;7:45:00 PM;IP325;PKU;Pelita Air ;A320 (PK-PWE) ;Landed 7:57 PM;Arrival
CGK;7:50:00 PM;ID7170;PEN;Batik Air ;B738 (PK-BGK) ;Landed 8:08 PM;Arrival
CGK;7:50:00 PM;QZ809;DPS;AirAsia (Lombok Livery) ;A320 (PK-AXU) ;Landed 7:28 PM;Arrival
CGK;7:55:00 PM;IU755;DPS;Super Air Jet (Book Cabin Livery) ;A320 (PK-SJO) ;Delayed 9:47 PM;Arrival
CGK;8:00:00 PM;JT303;KNO;Lion Air ;739;Unknown;Arrival
CGK;8:00:00 PM;AK386;KUL;AirAsia (Visit Truly Asia Malaysia 2020 Stickers) ;A20N (9M-RAR) ;Landed 7:54 PM;Arrival
CGK;8:00:00 PM;QG687;DPS;Citilink ;A320 (PK-GQE) ;Landed 7:54 PM;Arrival
CGK;8:05:00 PM;GA313;SUB;Garuda Indonesia ;B738 (PK-GNH) ;Landed 8:02 PM;Arrival
CGK;8:05:00 PM;ID6231;UPG;Batik Air ;A320 (PK-LUK) ;Delayed 9:11 PM;Arrival
CGK;8:05:00 PM;JT673;BPN;Lion Air ;B739 (PK-LFY) ;Landed 8:07 PM;Arrival
CGK;8:05:00 PM;KE627;ICN;Korean Air ;B77W (HL8275) ;Landed 8:24 PM;Arrival
CGK;8:05:00 PM;QG945;BTH;Citilink ;A320 (PK-GQL) ;Delayed 9:32 PM;Arrival
CGK;8:10:00 PM;IP207;SUB;Pelita Air ;A320 (PK-PWH) ;Landed 7:46 PM;Arrival
CGK;8:15:00 PM;GA203;YIA;Garuda Indonesia ;B738 (PK-GMP) ;Landed 8:36 PM;Arrival
CGK;8:15:00 PM;GA325;SUB;Garuda Indonesia ;B738 (PK-GUA) ;Landed 7:59 PM;Arrival
CGK;8:15:00 PM;JT395;PKU;Lion Air ;739;Scheduled;Arrival
CGK;8:15:00 PM;JT717;PNK;Lion Air ;B738 (PK-LOR) ;Landed 6:20 PM;Arrival
CGK;8:20:00 PM;JT703;UPG;Lion Air ;B739 (PK-LGY) ;Delayed 9:49 PM;Arrival
CGK;8:20:00 PM;ID6727;KDI;Batik Air ;A320 (PK-BKM) ;Landed 8:14 PM;Arrival
CGK;8:20:00 PM;IU905;PDG;Super Air Jet ;A320 (PK-STG) ;Delayed 9:17 PM;Arrival
CGK;8:20:00 PM;JT853;UPG;Lion Air ;739;Scheduled;Arrival
CGK;8:20:00 PM;OZ761;ICN;Asiana Airlines ;A359 (HL8522) ;Landed 8:12 PM;Arrival
CGK;8:25:00 PM;ID6371;YIA;Batik Air ;B738 (PK-LZT) ;Landed 8:39 PM;Arrival
CGK;8:25:00 PM;IU889;KNO;Super Air Jet ;320;Scheduled;Arrival
CGK;8:25:00 PM;QG777;YIA;Citilink ;A320 (PK-GQA) ;Delayed 9:07 PM;Arrival
CGK;8:30:00 PM;GA837;SIN;Garuda Indonesia ;A333 (PK-GPW) ;Landed 8:36 PM;Arrival
CGK;8:30:00 PM;IU747;DPS;Super Air Jet ;320;Scheduled;Arrival
CGK;8:30:00 PM;IP355;PDG;Pelita Air ;A320 (PK-PWL) ;Landed 8:40 PM;Arrival
CGK;8:30:00 PM;QZ261;SIN;AirAsia (Lake Toba Livery) ;A320 (PK-AZR) ;Landed 8:14 PM;Arrival
CGK;8:35:00 PM;IP245;YIA;Pelita Air ;A320 (PK-PWI) ;Landed 8:30 PM;Arrival
CGK;8:35:00 PM;QG419;PNK;Citilink ;A320 (PK-GLE) ;Landed 8:30 PM;Arrival
CGK;8:35:00 PM;8B5113;DPS;TransNusa ;320;Scheduled;Arrival
CGK;8:40:00 PM;QG979;KNO;Citilink ;A320 (PK-GLK) ;Delayed 9:38 PM;Arrival
CGK;8:40:00 PM;8B680;KUL;TransNusa ;A320 (PK-TLF) ;Delayed 9:05 PM;Arrival
CGK;8:45:00 PM;AK353;KUL;AirAsia (Universiti Teknologi Malaysia Livery) ;A320 (9M-AJE) ;Landed 8:19 PM;Arrival
CGK;8:45:00 PM;GA159;BTH;Garuda Indonesia ;B738 (PK-GFH) ;Landed 8:33 PM;Arrival
CGK;8:45:00 PM;SJ589;UPG;Sriwijaya Air ;738;Scheduled;Arrival
CGK;8:45:00 PM;ID6575;SUB;Batik Air ;32A ;Scheduled;Arrival
CGK;8:50:00 PM;QG413;PNK;Citilink ;A20N (PK-GTE) ;Estimated 9:00 PM;Arrival
CGK;8:55:00 PM;ID6511;DPS;Batik Air ;B738 (PK-LDK) ;Estimated 8:52 PM;Arrival
CGK;8:55:00 PM;JT309;KNO;Lion Air ;739;Scheduled;Arrival
CGK;8:55:00 PM;QG421;BPN;Citilink ;A320 (PK-GLP) ;Delayed 9:53 PM;Arrival
CGK;8:55:00 PM;QG427;UPG;Citilink ;A320 (PK-GQC) ;Delayed 9:21 PM;Arrival
CGK;9:00:00 PM;ID6255;BPN;Batik Air ;738;Scheduled;Arrival
CGK;9:00:00 PM;IU699;PNK;Super Air Jet ;320;Scheduled;Arrival
CGK;9:10:00 PM;JT721;UPG;Lion Air ;739;Scheduled;Arrival
CGK;9:15:00 PM;GA863;HKG;Garuda Indonesia ;A332 (PK-GPM) ;Estimated 9:19 PM;Arrival
CGK;9:15:00 PM;SJ599;UPG;Sriwijaya Air ;738;Scheduled;Arrival
CGK;9:15:00 PM;CA977;PEK;Air China ;A333 (B-5913) ;Estimated 8:48 PM;Arrival
CGK;9:15:00 PM;JT373;BTH;Lion Air ;739;Scheduled;Arrival
CGK;9:15:00 PM;QG719;SUB;Citilink ;A320 (PK-GQH) ;Delayed 9:41 PM;Arrival
CGK;9:25:00 PM;ID6285;UPG;Batik Air ;320;Scheduled;Arrival
CGK;9:25:00 PM;JT875;UPG;Lion Air ;739;Scheduled;Arrival
CGK;9:25:00 PM;IP203;SUB;Pelita Air ;A320 (PK-PWD) ;Estimated 9:15 PM;Arrival
CGK;9:30:00 PM;IU749;DPS;Super Air Jet ;320;Scheduled;Arrival
CGK;9:35:00 PM;GA319;SUB;Garuda Indonesia ;B738 (PK-GFV) ;Estimated 9:36 PM;Arrival
CGK;9:35:00 PM;OD318;KUL;Batik Air Malaysia ;7M8 ;Scheduled;Arrival
CGK;9:35:00 PM;QR954;DOH;Qatar Airways ;B77W (A7-BAY) ;Estimated 9:09 PM;Arrival
CGK;9:35:00 PM;QG889;PLM;Citilink ;A20N (PK-GTG) ;Scheduled;Arrival
CGK;9:45:00 PM;GA4154;DPS;Garuda Indonesia ;B738 (PK-GMW) ;Delayed 10:02 PM;Arrival
CGK;9:45:00 PM;QG691;DPS;Citilink ;A320 (PK-GLS) ;Delayed 10:06 PM;Arrival
CGK;9:45:00 PM;8B678;KUL;TransNusa ;C27 ;Scheduled;Arrival
CGK;9:50:00 PM;GA193;KNO;Garuda Indonesia ;B738 (PK-GFG) ;Estimated 9:32 PM;Arrival
CGK;9:50:00 PM;QG527;SIN;Citilink ;A320 (PK-GQK) ;Estimated 9:19 PM;Arrival
CGK;9:55:00 PM;ID7630;DMK;Batik Air ;B738 (PK-BGJ) ;Estimated 9:45 PM;Arrival
CGK;9:55:00 PM;JT383;KNO;Lion Air ;B39M (PK-LRG) ;Estimated 9:43 PM;Arrival
CGK;10:00:00 PM;QZ257;DMK;AirAsia (Sustainable Asean Tourism Livery) ;A320 (PK-AZS) ;Estimated 9:45 PM;Arrival
CGK;10:05:00 PM;ID6297;UPG;Batik Air ;32A ;Canceled;Arrival
CGK;10:05:00 PM;IU745;DPS;Super Air Jet ;320;Scheduled;Arrival
CGK;10:10:00 PM;ID7152;SIN;Batik Air ;A320 (PK-LAJ) ;Estimated 9:56 PM;Arrival
CGK;10:15:00 PM;EK358;DXB;Emirates ;B77W (A6-EGV) ;Estimated 9:53 PM;Arrival
CGK;10:25:00 PM;GA613;UPG;Garuda Indonesia ;B738 (PK-GUC) ;Estimated 10:15 PM;Arrival
CGK;10:30:00 PM;MF867;XMN;Xiamen Air ;B738 (B-6482) ;Estimated 9:58 PM;Arrival
CGK;10:30:00 PM;MU5069;PVG;China Eastern Airlines ;A332 (B-5920) ;Estimated 10:21 PM;Arrival
CGK;10:30:00 PM;8B5119;DPS;TransNusa ;320;Scheduled;Arrival
CGK;10:40:00 PM;SQ968;SIN;Singapore Airlines ;359;Scheduled;Arrival
CGK;10:45:00 PM;SV826;JED;Saudia ;B77W (HZ-AK34) ;Delayed 12:06 AM;Arrival
CGK;10:50:00 PM;QG9721;SUB;Citilink ;A320 (PK-GLU) ;Scheduled;Arrival
CGK;10:55:00 PM;CX797;HKG;Cathay Pacific ;A333 (B-LAD) ;Estimated 10:45 PM;Arrival
CGK;10:55:00 PM;ID7158;SIN;Batik Air ;32A ;Scheduled;Arrival
CGK;11:00:00 PM;QZ209;KUL;AirAsia ;A320 (PK-AZH) ;Scheduled;Arrival
CGK;11:00:00 PM;CZ8353;SZX;China Southern Airlines ;A21N (B-30E2) ;Delayed 1:01 AM;Arrival
CGK;11:00:00 PM;QZ817;DPS;AirAsia ;A320 (PK-AXE) ;Scheduled;Arrival
CGK;11:00:00 PM;RI787;UPG;Rimbun Air ;73F ;Scheduled;Arrival
CGK;11:05:00 PM;ID8265;UPG;Batik Air ;32A ;Scheduled;Arrival
CGK;11:05:00 PM;MH727;KUL;Malaysia Airlines ;B738 (9M-MXH) ;Scheduled;Arrival
CGK;11:15:00 PM;QG349;UPG;Citilink ;A320 (PK-GQO) ;Scheduled;Arrival
CGK;11:25:00 PM;SC2153;XMN;Shandong Airlines ;B38M (B-224R) ;Estimated 10:57 PM;Arrival
CGK;11:25:00 PM;CZ387;CAN;China Southern Airlines ;A21N (B-30FW) ;Estimated 10:49 PM;Arrival
CGK;11:30:00 PM;5J759;MNL;Cebu Pacific ;A20N (RP-C4134) ;Delayed 12:18 AM;Arrival
CGK;11:40:00 PM;QG915;KNO;Citilink ;A20N (PK-GTK) ;Scheduled;Arrival
CGK;11:45:00 PM;NH835;NRT;All Nippon Airways ;B789 (JA890A) ;Estimated 11:27 PM;Arrival
CGK;11:55:00 PM;PR535;MNL;Philippine Airlines ;A321 (RP-C9909) ;Estimated 11:36 PM;Arrival
CGK;11:55:00 PM;QZ213;KUL;AirAsia ;A320 (PK-AZA) ;Scheduled;Arrival
CGK;11:55:00 PM;JL729;NRT;Japan Airlines ;B788 (JA839J) ;Delayed 12:38 AM;Arrival
CGK;12:00:00 AM;RI350;BPN;Rimbun Air ;73F ;Unknown;Departure
CGK;12:05:00 AM;CX798;HKG;Cathay Pacific ;A333 (B-LAE) ;Departed 12:22 AM;Departure
CGK;12:05:00 AM;ID6180;DJJ;Batik Air ;B738 (PK-LDJ) ;Departed 12:18 AM;Departure
CGK;12:10:00 AM;GA682;SOQ;Garuda Indonesia (Pokémon Livery) ;B738 (PK-GMU) ;Departed 12:28 AM;Departure
CGK;12:15:00 AM;5J760;MNL;Cebu Pacific ;A20N (RP-C4110) ;Departed 12:55 AM;Departure
CGK;12:20:00 AM;CZ8354;SZX;China Southern Airlines ;A21N (B-32GH) ;Departed 12:25 AM;Departure
CGK;12:25:00 AM;SC2154;XMN;Shandong Airlines ;B38M (B-208N) ;Departed 12:37 AM;Departure
CGK;12:30:00 AM;ID6154;SOQ;Batik Air ;32A ;Unknown;Departure
CGK;12:30:00 AM;ID7797;SOQ;Batik Air ;A320 (PK-BKQ) ;Departed 12:41 AM;Departure
CGK;12:40:00 AM;SV827;JED;Saudia ;B77W (HZ-AK34) ;Departed 12:58 AM;Departure
CGK;12:40:00 AM;EK359;DXB;Emirates ;B77W (A6-EPK) ;Departed 12:46 AM;Departure
CGK;12:45:00 AM;EY471;AUH;Etihad Airways ;B789 (A6-BLU) ;Departed 12:48 AM;Departure
CGK;12:50:00 AM;MS978;CAI;Egyptair ;B789 (SU-GEW) ;Departed 1:31 AM;Departure
CGK;12:55:00 AM;PR536;MNL;Philippine Airlines ;A321 (RP-C9929) ;Departed 1:22 AM;Departure
CGK;12:55:00 AM;QR955;DOH;Qatar Airways ;B77W (A7-BAS) ;Departed 1:01 AM;Departure
CGK;1:00:00 AM;ID6288;UPG;Batik Air ;A320 (PK-LUV) ;Departed 1:11 AM;Departure
CGK;1:00:00 AM;YG9146;NNG;YTO Cargo Airlines ;75F ;Estimated dep. 1:00 AM;Departure
CGK;1:05:00 AM;IP920;SOQ;Pelita Air ;A320 (PK-PWE) ;Departed 1:07 AM;Departure
CGK;1:10:00 AM;QG346;UPG;Citilink ;A320 (PK-GQC) ;Departed 1:15 AM;Departure
CGK;1:15:00 AM;3U9006;XIY;Sichuan Airlines ;33F ;Unknown;Departure
CGK;1:20:00 AM;GA648;TTE;Garuda Indonesia ;B738 (PK-GNF) ;Departed 1:36 AM;Departure
CGK;1:20:00 AM;ID6170;AMQ;Batik Air ;B738 (PK-LZZ) ;Departed 1:33 AM;Departure
CGK;1:30:00 AM;CI764;TPE;China Airlines ;A21N (B-18111) ;Departed 1:59 AM;Departure
CGK;1:30:00 AM;ID6274;MDC;Batik Air ;B738 (PK-LZM) ;Departed 1:49 AM;Departure
CGK;1:30:00 AM;JT784;UPG;Lion Air ;738;Unknown;Departure
CGK;1:30:00 AM;JT898;UPG;Lion Air ;B738 (PK-LJY) ;Departed 1:39 AM;Departure
CGK;1:30:00 AM;JT986;UPG;Lion Air ;738;Unknown;Departure
CGK;1:40:00 AM;QG300;MDC;Citilink ;A320 (PK-GQP) ;Departed 2:18 AM;Departure
CGK;1:45:00 AM;QG210;AMQ;Citilink ;A320 (PK-GLP) ;Departed 1:46 AM;Departure
CGK;2:00:00 AM;ID6540;KOE;Batik Air ;A320 (PK-BLA) ;Departed 2:15 AM;Departure
CGK;2:05:00 AM;QG602;KOE;Citilink ;A320 (PK-GLY) ;Departed 2:08 AM;Departure
CGK;2:20:00 AM;GA622;PLW;Garuda Indonesia ;B738 (PK-GNA) ;Departed 2:35 AM;Departure
CGK;2:25:00 AM;GA606;MDC;Garuda Indonesia (Retro 1960 livery) ;B738 (PK-GFM) ;Departed 2:41 AM;Departure
CGK;2:30:00 AM;ID6140;TTE;Batik Air ;B738 (PK-LZO) ;Departed 2:49 AM;Departure
CGK;2:30:00 AM;ID6560;PLW;Batik Air ;B738 (PK-LZQ) ;Departed 2:39 AM;Departure
CGK;2:35:00 AM;QG324;PLW;Citilink ;A320 (PK-GQG) ;Departed 2:46 AM;Departure
CGK;2:55:00 AM;ID6724;KDI;Batik Air ;B738 (PK-LBK) ;Departed 3:19 AM;Departure
CGK;3:30:00 AM;CI5854;KUL;China Airlines ;74Y ;Unknown;Departure
CGK;3:30:00 AM;ID6262;UPG;Batik Air ;32A ;Canceled;Departure
CGK;3:40:00 AM;JT690;SUB;Lion Air ;B739 (PK-LHJ) ;Departed 3:55 AM;Departure
CGK;3:40:00 AM;JT748;SUB;Lion Air ;739;Unknown;Departure
CGK;3:55:00 AM;ID6242;GTO;Batik Air ;A320 (PK-LUR) ;Departed 4:07 AM;Departure
CGK;4:00:00 AM;ID6742;MDC;Batik Air ;A320 (PK-LAZ) ;Departed 4:14 AM;Departure
CGK;4:00:00 AM;JT300;KNO;Lion Air ;B39M (PK-LRG) ;Departed 6:17 AM;Departure
CGK;4:00:00 AM;JT792;UPG;Lion Air ;738;Unknown;Departure
