AIRPORT;TIME;FLIGHT;TO/FROM;AIRLINE;AIRCRAFT;STATUS;TYPE
LOP;10:40:00 AM;IW1850;DPS;Wings Air ;AT76 (PK-WGK) ;Landed 10:54 AM;Arrival
LOP;11:15:00 AM;IW1861;SWQ;Wings Air ;AT75 (PK-WFR) ;Landed 11:38 AM;Arrival
LOP;11:40:00 AM;JT822;SUB;Lion Air ;B739 (PK-LGL) ;Landed 12:06 PM;Arrival
LOP;11:40:00 AM;QG640;CGK;Citilink ;A320 (PK-GLY) ;Landed 12:24 PM;Arrival
LOP;12:15:00 PM;ID6658;CGK;Batik Air ;A320 (PK-LAY) ;Landed 12:43 PM;Arrival
LOP;12:15:00 PM;QG1672;DPS;Citilink ;A320 (PK-GQR) ;Landed 12:14 PM;Arrival
LOP;1:25:00 PM;IW1848;DPS;Wings Air ;AT76 (PK-WGK) ;Landed 1:44 PM;Arrival
LOP;1:40:00 PM;IU764;CGK;Super Air Jet ;A320 (PK-SAQ) ;Landed 3:33 PM;Arrival
LOP;2:00:00 PM;GA430;CGK;Garuda Indonesia ;B738 (PK-GMW) ;Landed 2:08 PM;Arrival
LOP;2:00:00 PM;JT841;UPG;Lion Air ;B738 (PK-LJS) ;Landed 3:18 PM;Arrival
LOP;2:40:00 PM;JT654;CGK;Lion Air ;738;Unknown;Arrival
LOP;2:55:00 PM;QG1670;DPS;Citilink ;A320 (PK-GQR) ;Landed 3:08 PM;Arrival
LOP;3:05:00 PM;IW1964;DPS;Wings Air ;AT75 (PK-WFR) ;Landed 3:01 PM;Arrival
LOP;3:10:00 PM;JT642;SUB;Lion Air ;B739 (PK-LGL) ;Landed 3:45 PM;Arrival
LOP;5:00:00 PM;GA434;CGK;Garuda Indonesia ;B738 (PK-GFD) ;Landed 5:18 PM;Arrival
LOP;5:15:00 PM;QZ462;KUL;AirAsia ;A320 (PK-AZT) ;Landed 4:59 PM;Arrival
LOP;5:30:00 PM;IU766;CGK;Super Air Jet ;A320 (PK-STF) ;Landed 6:32 PM;Arrival
LOP;7:05:00 PM;IU161;KUL;Super Air Jet ;A320 (PK-SJL) ;Landed 7:06 PM;Arrival
LOP;7:30:00 PM;IU718;SUB;Super Air Jet ;A320 (PK-SJH) ;Landed 8:26 PM;Arrival
LOP;7:40:00 PM;IU768;CGK;Super Air Jet ;A320 (PK-SAS) ;Unknown;Arrival
LOP;8:20:00 PM;IU776;YIA;Super Air Jet ;A320 (PK-SAW) ;Landed 8:33 PM;Arrival
LOP;6:00:00 AM;IU717;SUB;Super Air Jet ;A320 (PK-STI) ;Departed 6:45 AM;Departure
LOP;6:00:00 AM;IU777;YIA;Super Air Jet ;A320 (PK-SAW) ;Departed 6:07 AM;Departure
LOP;6:05:00 AM;IU769;CGK;Super Air Jet ;A320 (PK-STA) ;Departed 6:14 AM;Departure
LOP;8:45:00 AM;JT645;SUB;Lion Air ;B739 (PK-LHS) ;Departed 9:02 AM;Departure
LOP;8:45:00 AM;JT657;CGK;Lion Air ;739;Canceled;Departure
LOP;8:55:00 AM;QG671;SUB;Citilink ;A320 (PK-GQS) ;Departed 8:32 AM;Departure
LOP;9:00:00 AM;IL197;KOE;Indonesia - Marine and Fisheries ;AT43 (PK-YRE) ;Estimated dep. 9:00 AM;Departure
LOP;9:35:00 AM;IW1860;SWQ;Wings Air ;AT75 (PK-WFR) ;Departed 9:59 AM;Departure
LOP;9:50:00 AM;IU763;CGK;Super Air Jet ;A320 (PK-SJR) ;Departed 10:27 AM;Departure
LOP;10:10:00 AM;AK305;KUL;AirAsia (Allstars Livery) ;A320 (9M-AFD) ;Departed 10:10 AM;Departure
LOP;11:00:00 AM;IW1851;DPS;Wings Air ;AT76 (PK-WGK) ;Departed 11:33 AM;Departure
LOP;11:15:00 AM;GA431;CGK;Garuda Indonesia (Livin' by Mandiri Livery) ;B738 (PK-GFI) ;Departed 11:26 AM;Departure
LOP;11:15:00 AM;TR259;SIN;Scoot ;A320 (9V-TRN) ;Departed 11:46 AM;Departure
LOP;11:35:00 AM;IW1857;DPS;Wings Air ;AT75 (PK-WFR) ;Departed 12:19 PM;Departure
LOP;12:10:00 PM;QG641;CGK;Citilink ;A320 (PK-GLY) ;Departed 1:14 PM;Departure
LOP;12:25:00 PM;JT823;SUB;Lion Air ;B739 (PK-LGL) ;Departed 12:58 PM;Departure
LOP;12:45:00 PM;QG1671;DPS;Citilink ;A320 (PK-GQR) ;Departed 1:10 PM;Departure
LOP;12:55:00 PM;ID6659;CGK;Batik Air ;A320 (PK-LAY) ;Departed 1:46 PM;Departure
LOP;1:10:00 PM;IW1963;DPS;Wings Air ;AT76 (PK-WHW) ;Departed 1:26 PM;Departure
LOP;1:55:00 PM;IW1859;DPS;Wings Air ;AT76 (PK-WGK) ;Departed 2:20 PM;Departure
LOP;2:30:00 PM;IU765;CGK;Super Air Jet ;A320 (PK-SAQ) ;Departed 4:37 PM;Departure
LOP;2:45:00 PM;JT840;UPG;Lion Air ;B738 (PK-LJS) ;Departed 4:19 PM;Departure
LOP;2:50:00 PM;GA433;CGK;Garuda Indonesia ;B738 (PK-GMW) ;Departed 3:13 PM;Departure
LOP;3:25:00 PM;IW1864;BMU;Wings Air ;AT75 (PK-WFR) ;Departed 4:10 PM;Departure
LOP;3:25:00 PM;QG1673;DPS;Citilink ;A320 (PK-GQR) ;Departed 4:03 PM;Departure
LOP;3:30:00 PM;JT647;CGK;Lion Air ;738;Unknown;Departure
LOP;4:00:00 PM;JT865;SUB;Lion Air ;B739 (PK-LGL) ;Departed 4:43 PM;Departure
LOP;5:45:00 PM;QZ463;KUL;AirAsia ;A320 (PK-AZT) ;Departed 5:47 PM;Departure
LOP;5:50:00 PM;GA435;CGK;Garuda Indonesia ;B738 (PK-GFD) ;Departed 6:13 PM;Departure
LOP;6:20:00 PM;IU767;CGK;Super Air Jet ;A320 (PK-STF) ;Departed 7:29 PM;Departure
LUV;10:30:00 AM;IW1531;DOB;Wings Air ;AT76 (PK-WHJ) ;Landed 10:43 AM;Arrival
LUV;10:40:00 AM;JT880;AMQ;Lion Air ;B738 (PK-LJW) ;Landed 10:27 AM;Arrival
LUV;10:10:00 AM;SJ663;AMQ;Sriwijaya Air ;738;Unknown;Departure
LUV;10:50:00 AM;IW1531;AMQ;Wings Air ;AT76 (PK-WHJ) ;Departed 11:25 AM;Departure
LUV;11:30:00 AM;JT881;AMQ;Lion Air ;B738 (PK-LJW) ;Departed 11:40 AM;Departure
LUW;11:15:00 AM;ID6294;UPG;Batik Air ;A320 (PK-LAT) ;Landed 11:00 AM;Arrival
LUW;11:15:00 AM;ID6236;UPG;Batik Air ;32A ;Unknown;Arrival
LUW;11:15:00 AM;ID8136;UPG;Batik Air ;32A ;Unknown;Arrival
LUW;1:55:00 PM;ID6292;UPG;Batik Air ;A320 (PK-LUV) ;Landed 1:43 PM;Arrival
LUW;12:15:00 PM;ID6295;UPG;Batik Air ;A320 (PK-LAT) ;Departed 12:04 PM;Departure
LUW;12:15:00 PM;ID8137;UPG;Batik Air ;32A ;Unknown;Departure
LUW;2:35:00 PM;ID6293;UPG;Batik Air ;A320 (PK-LUV) ;Departed 2:43 PM;Departure
MDC;2:15:00 AM;JT2740;CAN;Lion Air ;B739 (PK-LSW) ;Landed 2:22 AM;Arrival
MDC;5:50:00 AM;ID6274;CGK;Batik Air ;B738 (PK-LZM) ;Landed 5:45 AM;Arrival
MDC;6:00:00 AM;QG300;CGK;Citilink ;A320 (PK-GQP) ;Landed 6:27 AM;Arrival
MDC;6:50:00 AM;GA606;CGK;Garuda Indonesia (Retro 1960 livery) ;B738 (PK-GFM) ;Landed 6:48 AM;Arrival
MDC;8:25:00 AM;ID6742;CGK;Batik Air ;A320 (PK-LAZ) ;Landed 8:06 AM;Arrival
MDC;8:45:00 AM;IW1173;TTE;Wings Air ;AT76 (PK-WGO) ;Landed 8:48 AM;Arrival
MDC;10:40:00 AM;IW2273;LAH;Wings Air ;AT76 (PK-WJT) ;Landed 10:28 AM;Arrival
MDC;10:50:00 AM;JT742;UPG;Lion Air ;B739 (PK-LGV) ;Landed 10:59 AM;Arrival
MDC;10:50:00 AM;JT746;UPG;Lion Air ;739;Unknown;Arrival
MDC;10:50:00 AM;IU2528;MWS;Super Air Jet ;A320 (PK-STP) ;Landed 10:51 AM;Arrival
MDC;11:05:00 AM;IW2533;WDB;Wings Air ;AT76 (PK-WHO) ;Landed 11:34 AM;Arrival
MDC;11:25:00 AM;JT748;SUB;Lion Air ;B739 (PK-LHO) ;Landed 11:18 AM;Arrival
MDC;11:55:00 AM;IW2275;LAH;Wings Air ;AT76 (PK-WHO) ;Landed 3:53 PM;Arrival
MDC;12:25:00 PM;ID6280;CGK;Batik Air ;A320 (PK-BKF) ;Landed 12:05 PM;Arrival
MDC;1:15:00 PM;TR216;SIN;Scoot ;A320 (9V-TRU) ;Landed 12:51 PM;Arrival
MDC;1:45:00 PM;GA600;CGK;Garuda Indonesia ;B738 (PK-GNA) ;Landed 2:19 PM;Arrival
MDC;2:00:00 PM;IW2277;LAH;Wings Air ;AT76 (PK-WJT) ;Landed 2:38 PM;Arrival
MDC;2:10:00 PM;JT778;UPG;Lion Air ;739;Unknown;Arrival
MDC;2:15:00 PM;IW1171;TTE;Wings Air ;AT7 ;Unknown;Arrival
MDC;3:05:00 PM;ID6272;CGK;Batik Air ;B738 (PK-LBS) ;Landed 3:07 PM;Arrival
MDC;3:45:00 PM;JT799;SOQ;Lion Air ;B739 (PK-LSY) ;Landed 3:59 PM;Arrival
MDC;9:20:00 PM;IU528;BPN;Super Air Jet ;A320 (PK-STP) ;Landed 9:13 PM;Arrival
MDC;10:40:00 PM;JT740;UPG;Lion Air ;B739 (PK-LSY) ;Landed 10:28 PM;Arrival
MDC;10:40:00 PM;JT706;UPG;Lion Air ;739;Unknown;Arrival
MDC;11:10:00 PM;RI711;GTO;Rimbun Air ;73F ;Unknown;Arrival
MDC;12:10:00 AM;RI712;TTE;Rimbun Air ;73F ;Unknown;Departure
MDC;6:00:00 AM;JT741;UPG;Lion Air ;B739 (PK-LSW) ;Departed 6:13 AM;Departure
MDC;6:35:00 AM;QG301;CGK;Citilink ;A320 (PK-GQP) ;Departed 7:18 AM;Departure
MDC;6:50:00 AM;ID6271;CGK;Batik Air ;B738 (PK-LZM) ;Departed 7:07 AM;Departure
MDC;7:00:00 AM;JT796;SOQ;Lion Air ;B739 (PK-LSY) ;Departed 7:12 AM;Departure
MDC;7:40:00 AM;IW2272;LAH;Wings Air ;AT76 (PK-WJT) ;Estimated dep. 7:44 AM;Departure
MDC;7:50:00 AM;GA607;CGK;Garuda Indonesia (Retro 1960 livery) ;B738 (PK-GFM) ;Departed 8:09 AM;Departure
MDC;8:00:00 AM;IW2532;WDB;Wings Air ;AT76 (PK-WHO) ;Departed 8:31 AM;Departure
MDC;8:00:00 AM;IU2529;MWS;Super Air Jet ;A320 (PK-STP) ;Departed 8:13 AM;Departure
MDC;9:00:00 AM;IW2274;LAH;Wings Air ;AT76 (PK-WHO) ;Departed 1:22 PM;Departure
MDC;9:15:00 AM;IW1172;TTE;Wings Air ;AT7 ;Unknown;Departure
MDC;9:25:00 AM;ID6743;CGK;Batik Air ;A320 (PK-LAZ) ;Departed 9:31 AM;Departure
MDC;10:00:00 AM;IW1178;TTE;Wings Air ;AT76 (PK-WHO) ;Departed 4:53 PM;Departure
MDC;11:05:00 AM;IW2276;LAH;Wings Air ;AT76 (PK-WJT) ;Departed 12:07 PM;Departure
MDC;11:45:00 AM;IU529;BPN;Super Air Jet ;A320 (PK-STP) ;Departed 11:59 AM;Departure
MDC;11:45:00 AM;JT743;UPG;Lion Air ;B739 (PK-LGV) ;Departed 12:24 PM;Departure
MDC;11:45:00 AM;JT3743;UPG;Lion Air ;738;Estimated dep. 12:24 PM;Departure
MDC;12:20:00 PM;JT749;SUB;Lion Air ;B739 (PK-LHO) ;Departed 1:19 PM;Departure
MDC;1:10:00 PM;ID6281;CGK;Batik Air ;A320 (PK-BKF) ;Departed 1:27 PM;Departure
MDC;1:20:00 PM;QG306;UPG;Citilink ;A20N (PK-GTE) ;Departed 2:03 PM;Departure
MDC;1:40:00 PM;IW1174;TTE;Wings Air ;AT76 (PK-WJT) ;Departed 4:01 PM;Departure
MDC;2:00:00 PM;TR217;SIN;Scoot ;A320 (9V-TRU) ;Departed 2:21 PM;Departure
MDC;2:45:00 PM;GA601;CGK;Garuda Indonesia ;B738 (PK-GNA) ;Departed 3:25 PM;Departure
MDC;3:05:00 PM;JT777;UPG;Lion Air ;B739 (PK-LSY) ;Departed 5:10 PM;Departure
MDC;4:00:00 PM;ID6275;CGK;Batik Air ;B738 (PK-LBS) ;Departed 4:14 PM;Departure
MDC;6:50:00 PM;JT2703;FOC;Lion Air ;739;Unknown;Departure
MJU;1:05:00 PM;ID6788;UPG;Batik Air ;A320 (PK-BKP) ;Unknown;Arrival
MJU;1:45:00 PM;ID6789;UPG;Batik Air ;A320 (PK-BKP) ;Estimated dep. 2:11 PM;Departure
MKQ;7:35:00 AM;JT948;UPG;Lion Air ;B739 (PK-LHR) ;Landed 7:40 AM;Arrival
MKQ;8:15:00 AM;JT794;DJJ;Lion Air ;B739 (PK-LSH) ;Landed 11:52 AM;Arrival
MKQ;8:15:00 AM;JT798;DJJ;Lion Air ;738;Unknown;Arrival
MKQ;8:20:00 AM;GA658;DJJ;Garuda Indonesia ;B738 (PK-GMI) ;Landed 8:25 AM;Arrival
MKQ;10:50:00 AM;IL286;TMH;Trigana Air ;D38 ;Unknown;Arrival
MKQ;12:50:00 PM;IL284;KEI;Trigana Air ;D38 ;Unknown;Arrival
MKQ;8:15:00 AM;JT949;UPG;Lion Air ;B739 (PK-LHR) ;Departed 8:36 AM;Departure
MKQ;9:00:00 AM;JT797;DJJ;Lion Air ;B739 (PK-LSH) ;Departed 12:53 PM;Departure
MKQ;9:05:00 AM;GA659;DJJ;Garuda Indonesia ;B738 (PK-GMI) ;Departed 9:16 AM;Departure
MKQ;11:15:00 AM;IL283;KEI;Trigana Air ;D38 ;Unknown;Departure
MKQ;1:10:00 PM;IL285;TMH;Trigana Air ;D38 ;Unknown;Departure
MKW;7:45:00 AM;JT944;SOQ;Lion Air ;B739 (PK-LSL) ;Landed 7:56 AM;Arrival
MKW;7:45:00 AM;JT788;SOQ;Lion Air ;738;Unknown;Arrival
MKW;7:55:00 AM;IW1557;NBX;Wings Air ;AT76 (PK-WGM) ;Landed 8:07 AM;Arrival
MKW;8:00:00 AM;SJ570;SOQ;Sriwijaya Air ;738;Unknown;Arrival
MKW;8:30:00 AM;ID6154;SOQ;Batik Air ;A320 (PK-BKQ) ;Landed 8:21 AM;Arrival
MKW;9:55:00 AM;JT784;UPG;Lion Air ;B738 (PK-LJY) ;Landed 9:42 AM;Arrival
MKW;12:20:00 PM;SJ611;DJJ;Sriwijaya Air ;738;Unknown;Arrival
MKW;12:25:00 PM;JT789;DJJ;Lion Air ;B739 (PK-LSL) ;Landed 12:46 PM;Arrival
MKW;8:20:00 AM;IW1556;NBX;Wings Air ;AT76 (PK-WGM) ;Departed 8:45 AM;Departure
MKW;8:25:00 AM;JT788;DJJ;Lion Air ;B739 (PK-LSL) ;Departed 8:49 AM;Departure
MKW;8:40:00 AM;SJ610;DJJ;Sriwijaya Air ;738;Unknown;Departure
MKW;9:10:00 AM;ID6151;SOQ;Batik Air ;A320 (PK-BKQ) ;Departed 9:10 AM;Departure
MKW;10:35:00 AM;JT785;UPG;Lion Air ;B738 (PK-LJY) ;Departed 10:34 AM;Departure
MKW;10:35:00 AM;JT1785;UPG;Lion Air ;738;Estimated dep. 10:34 AM;Departure
MKW;1:00:00 PM;SJ571;SOQ;Sriwijaya Air ;738;Unknown;Departure
MKW;1:10:00 PM;JT945;SOQ;Lion Air ;B739 (PK-LSL) ;Departed 1:38 PM;Departure
MKW;1:10:00 PM;JT789;SOQ;Lion Air ;738;Unknown;Departure
MLG;8:35:00 AM;ID7581;HLP;Batik Air ;A320 (PK-LUH) ;Landed 8:27 AM;Arrival
MLG;9:55:00 AM;GA290;CGK;Garuda Indonesia (Livin' by Mandiri Livery) ;B738 (PK-GFJ) ;Landed 9:45 AM;Arrival
MLG;10:50:00 AM;QG750;CGK;Citilink (Retro Livery) ;A320 (PK-GQI) ;Landed 10:30 AM;Arrival
MLG;12:55:00 PM;ID7583;HLP;Batik Air ;32A ;Canceled;Arrival
MLG;2:10:00 PM;QG164;HLP;Citilink ;A320 (PK-GQQ) ;Landed 2:25 PM;Arrival
MLG;2:20:00 PM;ID6564;CGK;Batik Air ;B738 (PK-LDJ) ;Landed 2:50 PM;Arrival
MLG;9:15:00 AM;ID7580;HLP;Batik Air ;A320 (PK-LUH) ;Departed 9:23 AM;Departure
MLG;10:40:00 AM;GA291;CGK;Garuda Indonesia (Livin' by Mandiri Livery) ;B738 (PK-GFJ) ;Departed 10:56 AM;Departure
MLG;11:20:00 AM;QG751;CGK;Citilink (Retro Livery) ;A320 (PK-GQI) ;Departed 11:32 AM;Departure
MLG;1:35:00 PM;ID7582;HLP;Batik Air ;32A ;Canceled;Departure
MLG;2:40:00 PM;QG165;HLP;Citilink ;A320 (PK-GQQ) ;Departed 3:06 PM;Departure
MLG;3:00:00 PM;ID6565;CGK;Batik Air ;B738 (PK-LDJ) ;Departed 3:36 PM;Departure
MOF;7:00:00 AM;IW1828;KOE;Wings Air ;AT76 (PK-WHM) ;Departed 7:02 AM;Departure
MOF;11:50:00 AM;IW1960;LBJ;Wings Air ;AT76 (PK-WGS) ;Departed 1:19 PM;Departure
MOF;1:10:00 PM;IN660;KOE;Nam Air ;735;Unknown;Departure
MOF;2:45:00 PM;IW1820;KOE;Wings Air ;AT7 ;Unknown;Departure
MOF;11:15:00 AM;IW1961;LBJ;Wings Air ;AT76 (PK-WGS) ;Landed 11:36 AM;Arrival
MOF;12:40:00 PM;IN661;KOE;Nam Air ;735;Unknown;Arrival
MOF;2:25:00 PM;IW1821;KOE;Wings Air ;AT7 ;Unknown;Arrival
MOF;4:45:00 PM;IW1829;KOE;Wings Air ;AT76 (PK-WGU) ;Landed 4:39 PM;Arrival
NBX;9:00:00 AM;IW1608;TIM;Wings Air ;AT7 ;Canceled;Arrival
NBX;9:20:00 AM;IW1556;MKW;Wings Air ;AT76 (PK-WGM) ;Unknown;Arrival
NBX;9:55:00 AM;IW1625;DJJ;Wings Air ;AT76 (PK-WJV) ;Unknown;Arrival
NBX;3:00:00 PM;IW1600;TIM;Wings Air ;AT7 ;Unknown;Arrival
NBX;4:45:00 PM;IW1629;DJJ;Wings Air ;AT7 ;Canceled;Arrival
NBX;6:45:00 AM;IW1601;TIM;Wings Air ;AT76 (PK-WHL) ;Departed 6:51 AM;Departure
NBX;7:00:00 AM;IW1557;MKW;Wings Air ;AT76 (PK-WGM) ;Departed 7:08 AM;Departure
NBX;9:20:00 AM;IW1609;TIM;Wings Air ;AT7 ;Canceled;Departure
NBX;9:40:00 AM;IW1624;DJJ;Wings Air ;AT76 (PK-WGM) ;Departed 10:07 AM;Departure
NBX;10:20:00 AM;IW1628;DJJ;Wings Air ;AT7 ;Canceled;Departure
NTX;9:45:00 AM;IW1270;BTH;Wings Air ;AT75 (PK-WFZ) ;Unknown;Arrival
NTX;10:05:00 AM;IW1271;BTH;Wings Air ;AT75 (PK-WFZ) ;Departed;Departure
OKL;8:20:00 AM;IL251;DJJ;Trigana Air ;AT4 ;Unknown;Arrival
OKL;8:35:00 AM;IL261;DJJ;Trigana Air ;ATF ;Unknown;Arrival
OKL;10:55:00 AM;IL253;DJJ;Trigana Air ;AT4 ;Unknown;Arrival
OKL;11:10:00 AM;IL263;DJJ;Trigana Air ;ATF ;Unknown;Arrival
OKL;1:20:00 PM;IL265;DJJ;Trigana Air ;ATF ;Unknown;Arrival
OKL;8:30:00 AM;IL252;DJJ;Trigana Air ;AT4 ;Unknown;Departure
OKL;9:20:00 AM;IL262;DJJ;Trigana Air ;ATF ;Unknown;Departure
OKL;11:05:00 AM;IL254;DJJ;Trigana Air ;AT4 ;Unknown;Departure
OKL;11:30:00 AM;IL264;DJJ;Trigana Air ;ATF ;Unknown;Departure
OKL;1:40:00 PM;IL266;DJJ;Trigana Air ;ATF ;Unknown;Departure
PDG;7:10:00 AM;IU908;CGK;Super Air Jet ;A320 (PK-STR) ;Landed 7:17 AM;Arrival
PDG;7:55:00 AM;AK403;KUL;AirAsia (Legend Heroes Park Livery) ;A320 (9M-AFV) ;Landed 7:36 AM;Arrival
PDG;8:05:00 AM;IP350;CGK;Pelita Air ;A320 (PK-PWD) ;Landed 7:56 AM;Arrival
PDG;8:10:00 AM;JT3144;BTH;Lion Air ;B739 (PK-LHL) ;Unknown;Arrival
PDG;8:55:00 AM;QG952;CGK;Citilink ;A320 (PK-GLK) ;Landed 8:34 AM;Arrival
PDG;9:10:00 AM;IU812;CGK;Super Air Jet ;A320 (PK-SAS) ;Unknown;Arrival
PDG;10:45:00 AM;JT144;BTH;Lion Air ;B739 (PK-LHL) ;Landed 10:48 AM;Arrival
PDG;11:10:00 AM;AK406;KUL;AirAsia ;A20N (9M-AGG) ;Landed 11:18 AM;Arrival
PDG;11:15:00 AM;GA148;CGK;Garuda Indonesia (Ayo Pakai Masker Livery) ;B738 (PK-GFQ) ;Landed 11:24 AM;Arrival
PDG;11:15:00 AM;IU814;CGK;Super Air Jet (Book Cabin Livery) ;A320 (PK-SJO) ;Landed 1:12 PM;Arrival
PDG;11:45:00 AM;QG956;BTH;Citilink Garuda Indonesia ;A320 (PK-GQT) ;Landed 11:56 AM;Arrival
PDG;12:20:00 PM;QG46;HLP;Citilink ;A20N (PK-GTG) ;Landed 1:04 PM;Arrival
PDG;12:30:00 PM;IU902;CGK;Super Air Jet ;A320 (PK-STG) ;Landed 1:26 PM;Arrival
PDG;1:45:00 PM;IP352;CGK;Pelita Air Services ;A320 (PK-PWJ) ;Landed 1:36 PM;Arrival
PDG;1:50:00 PM;QG962;CGK;Citilink ;A320 (PK-GLE) ;Landed 1:43 PM;Arrival
PDG;2:00:00 PM;IU863;KNO;Super Air Jet ;A320 (PK-SAT) ;Landed 1:58 PM;Arrival
PDG;2:15:00 PM;IU810;CGK;Super Air Jet ;A320 (PK-SAS) ;Unknown;Arrival
PDG;3:30:00 PM;JT229;BTH;Lion Air ;B739 (PK-LVF) ;Landed 3:24 PM;Arrival
PDG;3:40:00 PM;AK405;KUL;AirAsia ;A320 (9M-AJZ) ;Landed 3:30 PM;Arrival
PDG;3:45:00 PM;GA162;CGK;Garuda Indonesia ;B738 (PK-GNE) ;Landed 4:14 PM;Arrival
PDG;3:55:00 PM;IU900;CGK;Super Air Jet ;A320 (PK-STU) ;Landed 5:06 PM;Arrival
PDG;4:05:00 PM;IU187;KUL;Super Air Jet ;A320 (PK-SAJ) ;Landed 4:29 PM;Arrival
PDG;5:10:00 PM;QG958;CGK;Citilink ;A20N (PK-GTI) ;Unknown;Arrival
PDG;5:45:00 PM;IU904;CGK;Super Air Jet ;A320 (PK-STG) ;Landed 6:52 PM;Arrival
PDG;6:05:00 PM;IP354;CGK;Pelita Air ;A320 (PK-PWL) ;Landed 6:15 PM;Arrival
PDG;7:15:00 PM;IU816;CGK;Super Air Jet ;A320 (PK-SAF) ;Landed 8:35 PM;Arrival
PDG;7:40:00 PM;GA164;CGK;Garuda Indonesia ;B738 (PK-GMD) ;Landed 7:45 PM;Arrival
PDG;7:05:00 AM;IU817;CGK;Super Air Jet ;A320 (PK-SAF) ;Departed 7:02 AM;Departure
PDG;8:00:00 AM;GA167;CGK;Garuda Indonesia ;B738 (PK-GUA) ;Departed 8:05 AM;Departure
PDG;8:00:00 AM;IU909;CGK;Super Air Jet ;A320 (PK-STR) ;Departed 8:10 AM;Departure
PDG;8:25:00 AM;AK402;KUL;AirAsia (Legend Heroes Park Livery) ;A320 (9M-AFV) ;Departed 8:20 AM;Departure
PDG;8:45:00 AM;IP351;CGK;Pelita Air ;A320 (PK-PWD) ;Departed 8:49 AM;Departure
PDG;8:55:00 AM;JT3145;BTH;Lion Air ;B739 (PK-LHL) ;Unknown;Departure
PDG;9:25:00 AM;QG953;CGK;Citilink ;A320 (PK-GLK) ;Departed 9:46 AM;Departure
PDG;10:00:00 AM;IU813;CGK;Super Air Jet ;A320 (PK-SAS) ;Departed;Departure
PDG;10:50:00 AM;IU862;KNO;Super Air Jet ;A320 (PK-SAT) ;Departed 10:54 AM;Departure
PDG;11:30:00 AM;JT145;BTH;Lion Air ;B739 (PK-LHL) ;Departed 11:39 AM;Departure
PDG;11:35:00 AM;AK407;KUL;AirAsia ;A20N (9M-AGG) ;Departed 11:59 AM;Departure
PDG;12:00:00 PM;GA149;CGK;Garuda Indonesia (Ayo Pakai Masker Livery) ;B738 (PK-GFQ) ;Departed 12:37 PM;Departure
PDG;12:00:00 PM;IU815;CGK;Super Air Jet (Book Cabin Livery) ;A320 (PK-SJO) ;Departed 2:42 PM;Departure
PDG;12:15:00 PM;QG957;BTH;Citilink ;A20N (PK-GTG) ;Departed 2:20 PM;Departure
PDG;1:10:00 PM;QG47;HLP;Citilink Garuda Indonesia ;A320 (PK-GQT) ;Departed 2:09 PM;Departure
PDG;1:15:00 PM;IU903;CGK;Super Air Jet ;A320 (PK-STG) ;Departed 2:24 PM;Departure
PDG;2:20:00 PM;QG963;CGK;Citilink ;A320 (PK-GLE) ;Departed 2:38 PM;Departure
PDG;2:30:00 PM;IP353;CGK;Pelita Air Services ;A320 (PK-PWJ) ;Departed 2:33 PM;Departure
PDG;2:40:00 PM;IU186;KUL;Super Air Jet ;A320 (PK-SAT) ;Departed 2:54 PM;Departure
PDG;3:00:00 PM;IU811;CGK;Super Air Jet ;A320 (PK-SAS) ;Departed;Departure
PDG;4:05:00 PM;AK404;KUL;AirAsia ;A320 (9M-AJZ) ;Departed 4:10 PM;Departure
PDG;4:10:00 PM;JT228;BTH;Lion Air ;B739 (PK-LVF) ;Departed 4:19 PM;Departure
PDG;4:30:00 PM;GA163;CGK;Garuda Indonesia ;B738 (PK-GNE) ;Departed 5:22 PM;Departure
PDG;4:35:00 PM;IU901;CGK;Super Air Jet ;A320 (PK-STU) ;Departed 5:53 PM;Departure
PDG;5:40:00 PM;QG959;CGK;Citilink ;A20N (PK-GTI) ;Unknown;Departure
PDG;6:30:00 PM;IU905;CGK;Super Air Jet ;A320 (PK-STG) ;Departed 7:49 PM;Departure
PDG;6:50:00 PM;IP355;CGK;Pelita Air ;A320 (PK-PWL) ;Departed 7:08 PM;Departure
PGK;7:35:00 AM;JT3618;CGK;Lion Air ;738;Unknown;Arrival
PGK;8:05:00 AM;IU820;CGK;Super Air Jet ;A320 (PK-SAI) ;Landed 7:47 AM;Arrival
PGK;8:25:00 AM;QG972;CGK;Citilink ;A320 (PK-GQO) ;Landed 9:09 AM;Arrival
PGK;8:30:00 AM;JT142;PLM;Lion Air ;B738 (PK-LKK) ;Landed 8:24 AM;Arrival
PGK;8:35:00 AM;IN56;TJQ;Nam Air ;735;Unknown;Arrival
PGK;8:35:00 AM;SJ54;TJQ;Sriwijaya Air ;B735 (PK-CLE) ;Landed 8:12 AM;Arrival
PGK;10:05:00 AM;JT618;CGK;Lion Air ;B738 (PK-LOV) ;Landed 9:46 AM;Arrival
PGK;10:25:00 AM;JT120;TJQ;Lion Air ;738;Unknown;Arrival
PGK;10:35:00 AM;QG970;CGK;Citilink ;A320 (PK-GLM) ;Landed 11:23 AM;Arrival
PGK;10:55:00 AM;GA136;CGK;Garuda Indonesia ;B738 (PK-GNE) ;Landed 11:17 AM;Arrival
PGK;11:10:00 AM;SJ72;CGK;Sriwijaya Air ;738;Unknown;Arrival
