AIRPORT,TIME,FLIGHT,TO,AIRLINE,AIRCRAFT,STATUS,TYPE
CGK,5:30:00 PM,IU927,Palembang (PLM),Super Air Jet ,A320 (PK-STD) ,Landed 8:02 PM,Arrival
CGK,5:35:00 PM,GA875,Tokyo (HND),Garuda Indonesia ,A333 (PK-GPT) ,Landed 5:46 PM,Arrival
CGK,5:35:00 PM,IU825,Pangkal Pinang (PGK),Super Air Jet ,A320 (PK-SAI) ,Landed 6:23 PM,Arrival
CGK,5:35:00 PM,MH723,Kuala Lumpur (KUL),Malaysia Airlines ,B738 (9M-MXL) ,Landed 5:30 PM,Arrival
CGK,5:35:00 PM,SJ187,Pontianak (PNK),Sriwijaya Air ,738,Unknown,Arrival
CGK,5:35:00 PM,TK56,Istanbul (IST),Turkish Airlines ,A359 (TC-LGK) ,Landed 5:23 PM,Arrival
CGK,5:40:00 PM,JT793,Makassar (UPG),Lion Air ,B738 (PK-LJS) ,Landed 7:18 PM,Arrival
CGK,5:40:00 PM,JT881,Makassar (UPG),Lion Air ,738,Unknown,Arrival
CGK,5:40:00 PM,JT939,Makassar (UPG),Lion Air ,739,Unknown,Arrival
CGK,5:40:00 PM,QG503,Kuala Lumpur (KUL),Citilink ,A20N (PK-GTH) ,Landed 5:12 PM,Arrival
CGK,5:40:00 PM,QG793,Semarang (SRG),Citilink ,A20N (PK-GTK) ,Landed 6:23 PM,Arrival
CGK,5:45:00 PM,GA647,Ambon (AMQ),Garuda Indonesia ,B738 (PK-GFS) ,Landed 5:44 PM,Arrival
CGK,5:45:00 PM,GA867,Bangkok (BKK),Garuda Indonesia ,B738 (PK-GMF) ,Landed 5:50 PM,Arrival
CGK,5:45:00 PM,ID6587,Surabaya (SUB),Batik Air ,B738 (PK-LZZ) ,Landed 5:39 PM,Arrival
CGK,5:45:00 PM,ID6797,Makassar (UPG),Batik Air ,738,Canceled,Arrival
CGK,5:45:00 PM,ID7363,Surakarta (SOC),Batik Air ,A320 (PK-BKU) ,Landed 5:37 PM,Arrival
CGK,5:45:00 PM,ID6295,Makassar (UPG),Batik Air ,32A ,Unknown,Arrival
CGK,5:45:00 PM,ID6862,Surabaya (SUB),Batik Air ,32A ,Unknown,Arrival
CGK,5:50:00 PM,JT379,Batam (BTH),Lion Air ,738,Unknown,Arrival
CGK,5:55:00 PM,JT385,Medan (KNO),Lion Air ,B739 (PK-LFL) ,Landed 6:00 PM,Arrival
CGK,5:55:00 PM,QZ861,Labuan Bajo (LBJ),AirAsia ,A320 (PK-AXE) ,Landed 5:53 PM,Arrival
CGK,5:55:00 PM,TG435,Bangkok (BKK),Thai Airways ,B772 (HS-TJW) ,Landed 6:15 PM,Arrival
CGK,6:00:00 PM,GA665,Jayapura (DJJ),Garuda Indonesia ,B738 (PK-GNC) ,Landed 6:17 PM,Arrival
CGK,6:00:00 PM,ID8355,Semarang (SRG),Batik Air ,A320 (PK-LUR) ,Unknown,Arrival
CGK,6:00:00 PM,IP343,Banda Aceh (BTJ),Pelita Air ,A320 (PK-PWC) ,Landed 5:36 PM,Arrival
CGK,6:00:00 PM,QG415,Pontianak (PNK),Citilink ,A20N (PK-GTI) ,Landed 6:25 PM,Arrival
CGK,6:05:00 PM,SQ964,Singapore (SIN),Singapore Airlines ,B77W (9V-SWH) ,Landed 5:55 PM,Arrival
CGK,6:10:00 PM,GA213,Yogyakarta (YIA),Garuda Indonesia ,B738 (PK-GMY) ,Landed 6:34 PM,Arrival
CGK,6:10:00 PM,GA241,Semarang (SRG),Garuda Indonesia ,B738 (PK-GMX) ,Landed 6:30 PM,Arrival
CGK,6:10:00 PM,GA315,Surabaya (SUB),Garuda Indonesia ,B738 (PK-GFP) ,Landed 6:03 PM,Arrival
CGK,6:10:00 PM,ID6275,Manado (MDC),Batik Air ,B738 (PK-LBS) ,Landed 6:12 PM,Arrival
CGK,6:10:00 PM,8B5117,Denpasar (DPS),TransNusa ,320,Unknown,Arrival
CGK,6:10:00 PM,IP631,Banjarmasin (BDJ),Pelita Air ,A320 (PK-PWI) ,Unknown,Arrival
CGK,6:10:00 PM,IP613,Banjarmasin (BDJ),Pelita Air ,A320 (PK-PWG) ,Landed 6:07 PM,Arrival
CGK,6:15:00 PM,ID6293,Makassar (UPG),Batik Air ,A320 (PK-LUV) ,Landed 6:09 PM,Arrival
CGK,6:15:00 PM,ID6261,Makassar (UPG),Batik Air ,32A ,Unknown,Arrival
CGK,6:20:00 PM,ID7150,Singapore (SIN),Batik Air ,B738 (PK-LDM) ,Landed 6:26 PM,Arrival
CGK,6:20:00 PM,JT761,Balikpapan (BPN),Lion Air ,B39M (PK-LRI) ,Landed 6:14 PM,Arrival
CGK,6:20:00 PM,JT687,Pontianak (PNK),Lion Air ,B738 (PK-LOR) ,Unknown,Arrival
CGK,6:25:00 PM,GA163,Padang (PDG),Garuda Indonesia ,B738 (PK-GNE) ,Landed 6:52 PM,Arrival
CGK,6:25:00 PM,ID6803,Jambi (DJB),Batik Air ,B738 (PK-LZO) ,Landed 6:47 PM,Arrival
CGK,6:25:00 PM,IU737,Denpasar (DPS),Super Air Jet ,320,Unknown,Arrival
CGK,6:25:00 PM,IU901,Padang (PDG),Super Air Jet ,A320 (PK-STU) ,Landed 7:26 PM,Arrival
CGK,6:25:00 PM,IU943,Medan (KNO),Super Air Jet ,A320 (PK-SJJ) ,Delayed 10:30 PM,Arrival
CGK,6:30:00 PM,GA419,Denpasar (DPS),Garuda Indonesia (Livin' by Mandiri Livery) ,B738 (PK-GFI) ,Landed 6:20 PM,Arrival
CGK,6:30:00 PM,IU867,Pekanbaru (PKU),Super Air Jet ,A320 (PK-SAV) ,Landed 7:08 PM,Arrival
CGK,6:30:00 PM,SJ77,Pangkal Pinang (PGK),Sriwijaya Air ,B735 (PK-CLE) ,Landed 6:31 PM,Arrival
CGK,6:30:00 PM,IN79,Pangkal Pinang (PGK),Nam Air ,735,Unknown,Arrival
CGK,6:30:00 PM,QG917,Medan (KNO),Citilink ,A320 (PK-GQG) ,Landed 7:31 PM,Arrival
CGK,6:35:00 PM,QZ475,Phnom Penh (PNH),AirAsia ,A320 (PK-AZF) ,Landed 6:11 PM,Arrival
CGK,6:40:00 PM,GA147,Banda Aceh (BTJ),Garuda Indonesia ,B738 (PK-GMV) ,Landed 6:37 PM,Arrival
CGK,6:40:00 PM,ID6211,Banjarmasin (BDJ),Batik Air ,A320 (PK-BKQ) ,Landed 7:21 PM,Arrival
CGK,6:40:00 PM,ID6377,Yogyakarta (YIA),Batik Air ,B738 (PK-LZO) ,Unknown,Arrival
CGK,6:50:00 PM,GA435,Lombok (LOP),Garuda Indonesia ,B738 (PK-GFD) ,Landed 6:58 PM,Arrival
CGK,6:50:00 PM,JT305,Medan (KNO),Lion Air ,B738 (PK-LPK) ,Landed 7:48 PM,Arrival
CGK,6:50:00 PM,QG885,Palembang (PLM),Citilink ,A320 (PK-GQN) ,Landed 7:20 PM,Arrival
CGK,6:55:00 PM,GA135,Jambi (DJB),Garuda Indonesia (Pokémon Livery) ,B738 (PK-GMU) ,Landed 6:56 PM,Arrival
CGK,6:55:00 PM,IU733,Denpasar (DPS),Super Air Jet ,A320 (PK-SJR) ,Landed 7:14 PM,Arrival
CGK,6:55:00 PM,JT777,Makassar (UPG),Lion Air (Dreamliner Livery) ,B739 (PK-LFG) ,Delayed 9:02 PM,Arrival
CGK,6:55:00 PM,ID7579,Surabaya (SUB),Batik Air ,A320 (PK-LUQ) ,Landed 7:43 PM,Arrival
CGK,6:55:00 PM,JT945,Makassar (UPG),Lion Air ,738,Unknown,Arrival
CGK,6:55:00 PM,QG331,Kendari (KDI),Citilink ,A320 (PK-GLY) ,Delayed 9:17 PM,Arrival
CGK,7:00:00 PM,ID6269,Makassar (UPG),Batik Air ,32A ,Unknown,Arrival
CGK,7:00:00 PM,QF41,Sydney (SYD),Qantas ,A332 (VH-EBM) ,Landed 6:52 PM,Arrival
CGK,7:05:00 PM,ID6253,Balikpapan (BPN),Batik Air ,A320 (PK-BKV) ,Landed 6:55 PM,Arrival
CGK,7:05:00 PM,MH725,Kuala Lumpur (KUL),Malaysia Airlines ,B738 (9M-MXX) ,Landed 7:00 PM,Arrival
CGK,7:10:00 PM,QG711,Surabaya (SUB),Citilink ,A320 (PK-GLI) ,Landed 8:45 PM,Arrival
CGK,7:10:00 PM,QG969,Batam (BTH),Citilink ,A20N (PK-GTA) ,Landed 7:17 PM,Arrival
CGK,7:10:00 PM,TR278,Singapore (SIN),Scoot ,A320 (9V-TRL) ,Landed 7:23 PM,Arrival
CGK,7:10:00 PM,8B5109,Denpasar (DPS),TransNusa ,320,Unknown,Arrival
CGK,7:15:00 PM,GA121,Medan (KNO),Garuda Indonesia (Pocari Sweat Livery) ,B738 (PK-GNN) ,Landed 7:22 PM,Arrival
CGK,7:15:00 PM,QF39,Melbourne (MEL),Qantas ,A332 (VH-EBR) ,Landed 6:46 PM,Arrival
CGK,7:20:00 PM,GA157,Batam (BTH),Garuda Indonesia ,B738 (PK-GFW) ,Landed 7:05 PM,Arrival
CGK,7:20:00 PM,IU685,Pontianak (PNK),Super Air Jet ,A320 (PK-SJI) ,Unknown,Arrival
CGK,7:20:00 PM,IU767,Lombok (LOP),Super Air Jet ,A320 (PK-STF) ,Landed 8:18 PM,Arrival
CGK,7:20:00 PM,IU873,Palembang (PLM),Super Air Jet ,A320 (PK-SJP) ,Delayed 9:19 PM,Arrival
CGK,7:20:00 PM,ID6353,Semarang (SRG),Batik Air ,32A ,Unknown,Arrival
CGK,7:20:00 PM,IN291,Pangkalan Bun (PKN),Nam Air ,735,Unknown,Arrival
CGK,7:20:00 PM,QG425,Balikpapan (BPN),Citilink ,A320 (PK-GLV) ,Landed 8:00 PM,Arrival
CGK,7:20:00 PM,QG883,Medan (KNO),Citilink ,A320 (PK-GLU) ,Landed 7:28 PM,Arrival
CGK,7:25:00 PM,GA119,Palembang (PLM),Garuda Indonesia ,B738 (PK-GUD) ,Landed 7:42 PM,Arrival
CGK,7:25:00 PM,GA179,Pekanbaru (PKU),Garuda Indonesia (Ayo Pakai Masker Livery) ,B738 (PK-GFQ) ,Landed 7:57 PM,Arrival
CGK,7:25:00 PM,JT209,Medan (KNO),Lion Air ,739,Unknown,Arrival
CGK,7:25:00 PM,QZ241,Johor Bahru (JHB),AirAsia ,A320 (PK-AXS) ,Landed 7:06 PM,Arrival
CGK,7:30:00 PM,SJ581,Makassar (UPG),Sriwijaya Air ,738,Unknown,Arrival
CGK,7:30:00 PM,QG959,Padang (PDG),Citilink ,A20N (PK-GTI) ,Unknown,Arrival
CGK,7:40:00 PM,GA417,Denpasar (DPS),Garuda Indonesia (74th Anniversary Livery) ,A333 (PK-GPZ) ,Landed 7:51 PM,Arrival
CGK,7:40:00 PM,GA575,Balikpapan (BPN),Garuda Indonesia ,B738 (PK-GFU) ,Landed 7:40 PM,Arrival
CGK,7:40:00 PM,CX719,Hong Kong (HKG),Cathay Pacific ,A333 (B-LAF) ,Landed 7:11 PM,Arrival
CGK,7:40:00 PM,IU869,Pekanbaru (PKU),Super Air Jet ,A320 (PK-SAA) ,Delayed 9:30 PM,Arrival
CGK,7:45:00 PM,ID6307,Surabaya (SUB),Batik Air ,A320 (PK-LUQ) ,Unknown,Arrival
CGK,7:45:00 PM,ID8369,Surakarta (SOC),Batik Air ,32A ,Canceled,Arrival
CGK,7:45:00 PM,IP325,Pekanbaru (PKU),Pelita Air ,A320 (PK-PWE) ,Landed 7:57 PM,Arrival
CGK,7:50:00 PM,ID7170,Penang (PEN),Batik Air ,B738 (PK-BGK) ,Landed 8:08 PM,Arrival
CGK,7:50:00 PM,QZ809,Denpasar (DPS),AirAsia (Lombok Livery) ,A320 (PK-AXU) ,Landed 7:28 PM,Arrival
CGK,7:55:00 PM,IU755,Denpasar (DPS),Super Air Jet (Book Cabin Livery) ,A320 (PK-SJO) ,Delayed 9:47 PM,Arrival
CGK,8:00:00 PM,JT303,Medan (KNO),Lion Air ,739,Unknown,Arrival
CGK,8:00:00 PM,AK386,Kuala Lumpur (KUL),AirAsia (Visit Truly Asia Malaysia 2020 Stickers) ,A20N (9M-RAR) ,Landed 7:54 PM,Arrival
CGK,8:00:00 PM,QG687,Denpasar (DPS),Citilink ,A320 (PK-GQE) ,Landed 7:54 PM,Arrival
CGK,8:05:00 PM,GA313,Surabaya (SUB),Garuda Indonesia ,B738 (PK-GNH) ,Landed 8:02 PM,Arrival
CGK,8:05:00 PM,ID6231,Makassar (UPG),Batik Air ,A320 (PK-LUK) ,Delayed 9:11 PM,Arrival
CGK,8:05:00 PM,JT673,Balikpapan (BPN),Lion Air ,B739 (PK-LFY) ,Landed 8:07 PM,Arrival
CGK,8:05:00 PM,KE627,Seoul (ICN),Korean Air ,B77W (HL8275) ,Landed 8:24 PM,Arrival
CGK,8:05:00 PM,QG945,Batam (BTH),Citilink ,A320 (PK-GQL) ,Delayed 9:32 PM,Arrival
CGK,8:10:00 PM,IP207,Surabaya (SUB),Pelita Air ,A320 (PK-PWH) ,Landed 7:46 PM,Arrival
CGK,8:15:00 PM,GA203,Yogyakarta (YIA),Garuda Indonesia ,B738 (PK-GMP) ,Landed 8:36 PM,Arrival
CGK,8:15:00 PM,GA325,Surabaya (SUB),Garuda Indonesia ,B738 (PK-GUA) ,Landed 7:59 PM,Arrival
CGK,8:15:00 PM,JT395,Pekanbaru (PKU),Lion Air ,739,Scheduled,Arrival
CGK,8:15:00 PM,JT717,Pontianak (PNK),Lion Air ,B738 (PK-LOR) ,Landed 6:20 PM,Arrival
CGK,8:20:00 PM,JT703,Makassar (UPG),Lion Air ,B739 (PK-LGY) ,Delayed 9:49 PM,Arrival
CGK,8:20:00 PM,ID6727,Kendari (KDI),Batik Air ,A320 (PK-BKM) ,Landed 8:14 PM,Arrival
CGK,8:20:00 PM,IU905,Padang (PDG),Super Air Jet ,A320 (PK-STG) ,Delayed 9:17 PM,Arrival
CGK,8:20:00 PM,JT853,Makassar (UPG),Lion Air ,739,Scheduled,Arrival
CGK,8:20:00 PM,OZ761,Seoul (ICN),Asiana Airlines ,A359 (HL8522) ,Landed 8:12 PM,Arrival
CGK,8:25:00 PM,ID6371,Yogyakarta (YIA),Batik Air ,B738 (PK-LZT) ,Landed 8:39 PM,Arrival
CGK,8:25:00 PM,IU889,Medan (KNO),Super Air Jet ,320,Scheduled,Arrival
CGK,8:25:00 PM,QG777,Yogyakarta (YIA),Citilink ,A320 (PK-GQA) ,Delayed 9:07 PM,Arrival
CGK,8:30:00 PM,GA837,Singapore (SIN),Garuda Indonesia ,A333 (PK-GPW) ,Landed 8:36 PM,Arrival
CGK,8:30:00 PM,IU747,Denpasar (DPS),Super Air Jet ,320,Scheduled,Arrival
CGK,8:30:00 PM,IP355,Padang (PDG),Pelita Air ,A320 (PK-PWL) ,Landed 8:40 PM,Arrival
CGK,8:30:00 PM,QZ261,Singapore (SIN),AirAsia (Lake Toba Livery) ,A320 (PK-AZR) ,Landed 8:14 PM,Arrival
CGK,8:35:00 PM,IP245,Yogyakarta (YIA),Pelita Air ,A320 (PK-PWI) ,Landed 8:30 PM,Arrival
CGK,8:35:00 PM,QG419,Pontianak (PNK),Citilink ,A320 (PK-GLE) ,Landed 8:30 PM,Arrival
CGK,8:35:00 PM,8B5113,Denpasar (DPS),TransNusa ,320,Scheduled,Arrival
CGK,8:40:00 PM,QG979,Medan (KNO),Citilink ,A320 (PK-GLK) ,Delayed 9:38 PM,Arrival
CGK,8:40:00 PM,8B680,Kuala Lumpur (KUL),TransNusa ,A320 (PK-TLF) ,Delayed 9:05 PM,Arrival
CGK,8:45:00 PM,AK353,Kuala Lumpur (KUL),AirAsia (Universiti Teknologi Malaysia Livery) ,A320 (9M-AJE) ,Landed 8:19 PM,Arrival
CGK,8:45:00 PM,GA159,Batam (BTH),Garuda Indonesia ,B738 (PK-GFH) ,Landed 8:33 PM,Arrival
CGK,8:45:00 PM,SJ589,Makassar (UPG),Sriwijaya Air ,738,Scheduled,Arrival
CGK,8:45:00 PM,ID6575,Surabaya (SUB),Batik Air ,32A ,Scheduled,Arrival
CGK,8:50:00 PM,QG413,Pontianak (PNK),Citilink ,A20N (PK-GTE) ,Estimated 9:00 PM,Arrival
CGK,8:55:00 PM,ID6511,Denpasar (DPS),Batik Air ,B738 (PK-LDK) ,Estimated 8:52 PM,Arrival
CGK,8:55:00 PM,JT309,Medan (KNO),Lion Air ,739,Scheduled,Arrival
CGK,8:55:00 PM,QG421,Balikpapan (BPN),Citilink ,A320 (PK-GLP) ,Delayed 9:53 PM,Arrival
CGK,8:55:00 PM,QG427,Makassar (UPG),Citilink ,A320 (PK-GQC) ,Delayed 9:21 PM,Arrival
CGK,9:00:00 PM,ID6255,Balikpapan (BPN),Batik Air ,738,Scheduled,Arrival
CGK,9:00:00 PM,IU699,Pontianak (PNK),Super Air Jet ,320,Scheduled,Arrival
CGK,9:10:00 PM,JT721,Makassar (UPG),Lion Air ,739,Scheduled,Arrival
CGK,9:15:00 PM,GA863,Hong Kong (HKG),Garuda Indonesia ,A332 (PK-GPM) ,Estimated 9:19 PM,Arrival
CGK,9:15:00 PM,SJ599,Makassar (UPG),Sriwijaya Air ,738,Scheduled,Arrival
CGK,9:15:00 PM,CA977,Beijing (PEK),Air China ,A333 (B-5913) ,Estimated 8:48 PM,Arrival
CGK,9:15:00 PM,JT373,Batam (BTH),Lion Air ,739,Scheduled,Arrival
CGK,9:15:00 PM,QG719,Surabaya (SUB),Citilink ,A320 (PK-GQH) ,Delayed 9:41 PM,Arrival
CGK,9:25:00 PM,ID6285,Makassar (UPG),Batik Air ,320,Scheduled,Arrival
CGK,9:25:00 PM,JT875,Makassar (UPG),Lion Air ,739,Scheduled,Arrival
CGK,9:25:00 PM,IP203,Surabaya (SUB),Pelita Air ,A320 (PK-PWD) ,Estimated 9:15 PM,Arrival
CGK,9:30:00 PM,IU749,Denpasar (DPS),Super Air Jet ,320,Scheduled,Arrival
CGK,9:35:00 PM,GA319,Surabaya (SUB),Garuda Indonesia ,B738 (PK-GFV) ,Estimated 9:36 PM,Arrival
CGK,9:35:00 PM,OD318,Kuala Lumpur (KUL),Batik Air Malaysia ,7M8 ,Scheduled,Arrival
CGK,9:35:00 PM,QR954,Doha (DOH),Qatar Airways ,B77W (A7-BAY) ,Estimated 9:09 PM,Arrival
CGK,9:35:00 PM,QG889,Palembang (PLM),Citilink ,A20N (PK-GTG) ,Scheduled,Arrival
CGK,9:45:00 PM,GA4154,Denpasar (DPS),Garuda Indonesia ,B738 (PK-GMW) ,Delayed 10:02 PM,Arrival
CGK,9:45:00 PM,QG691,Denpasar (DPS),Citilink ,A320 (PK-GLS) ,Delayed 10:06 PM,Arrival
CGK,9:45:00 PM,8B678,Kuala Lumpur (KUL),TransNusa ,C27 ,Scheduled,Arrival
CGK,9:50:00 PM,GA193,Medan (KNO),Garuda Indonesia ,B738 (PK-GFG) ,Estimated 9:32 PM,Arrival
CGK,9:50:00 PM,QG527,Singapore (SIN),Citilink ,A320 (PK-GQK) ,Estimated 9:19 PM,Arrival
CGK,9:55:00 PM,ID7630,Bangkok (DMK),Batik Air ,B738 (PK-BGJ) ,Estimated 9:45 PM,Arrival
CGK,9:55:00 PM,JT383,Medan (KNO),Lion Air ,B39M (PK-LRG) ,Estimated 9:43 PM,Arrival
CGK,10:00:00 PM,QZ257,Bangkok (DMK),AirAsia (Sustainable Asean Tourism Livery) ,A320 (PK-AZS) ,Estimated 9:45 PM,Arrival
CGK,10:05:00 PM,ID6297,Makassar (UPG),Batik Air ,32A ,Canceled,Arrival
CGK,10:05:00 PM,IU745,Denpasar (DPS),Super Air Jet ,320,Scheduled,Arrival
CGK,10:10:00 PM,ID7152,Singapore (SIN),Batik Air ,A320 (PK-LAJ) ,Estimated 9:56 PM,Arrival
CGK,10:15:00 PM,EK358,Dubai (DXB),Emirates ,B77W (A6-EGV) ,Estimated 9:53 PM,Arrival
CGK,10:25:00 PM,GA613,Makassar (UPG),Garuda Indonesia ,B738 (PK-GUC) ,Estimated 10:15 PM,Arrival
CGK,10:30:00 PM,MF867,Xiamen (XMN),Xiamen Air ,B738 (B-6482) ,Estimated 9:58 PM,Arrival
CGK,10:30:00 PM,MU5069,Shanghai (PVG),China Eastern Airlines ,A332 (B-5920) ,Estimated 10:21 PM,Arrival
CGK,10:30:00 PM,8B5119,Denpasar (DPS),TransNusa ,320,Scheduled,Arrival
CGK,10:40:00 PM,SQ968,Singapore (SIN),Singapore Airlines ,359,Scheduled,Arrival
CGK,10:45:00 PM,SV826,Jeddah (JED),Saudia ,B77W (HZ-AK34) ,Delayed 12:06 AM,Arrival
CGK,10:50:00 PM,QG9721,Surabaya (SUB),Citilink ,A320 (PK-GLU) ,Scheduled,Arrival
CGK,10:55:00 PM,CX797,Hong Kong (HKG),Cathay Pacific ,A333 (B-LAD) ,Estimated 10:45 PM,Arrival
CGK,10:55:00 PM,ID7158,Singapore (SIN),Batik Air ,32A ,Scheduled,Arrival
CGK,11:00:00 PM,QZ209,Kuala Lumpur (KUL),AirAsia ,A320 (PK-AZH) ,Scheduled,Arrival
CGK,11:00:00 PM,CZ8353,Shenzhen (SZX),China Southern Airlines ,A21N (B-30E2) ,Delayed 1:01 AM,Arrival
CGK,11:00:00 PM,QZ817,Denpasar (DPS),AirAsia ,A320 (PK-AXE) ,Scheduled,Arrival
CGK,11:00:00 PM,RI787,Makassar (UPG),Rimbun Air ,73F ,Scheduled,Arrival
CGK,11:05:00 PM,ID8265,Makassar (UPG),Batik Air ,32A ,Scheduled,Arrival
CGK,11:05:00 PM,MH727,Kuala Lumpur (KUL),Malaysia Airlines ,B738 (9M-MXH) ,Scheduled,Arrival
CGK,11:15:00 PM,QG349,Makassar (UPG),Citilink ,A320 (PK-GQO) ,Scheduled,Arrival
CGK,11:25:00 PM,SC2153,Xiamen (XMN),Shandong Airlines ,B38M (B-224R) ,Estimated 10:57 PM,Arrival
CGK,11:25:00 PM,CZ387,Guangzhou (CAN),China Southern Airlines ,A21N (B-30FW) ,Estimated 10:49 PM,Arrival
CGK,11:30:00 PM,5J759,Manila (MNL),Cebu Pacific ,A20N (RP-C4134) ,Delayed 12:18 AM,Arrival
CGK,11:40:00 PM,QG915,Medan (KNO),Citilink ,A20N (PK-GTK) ,Scheduled,Arrival
CGK,11:45:00 PM,NH835,Tokyo (NRT),All Nippon Airways ,B789 (JA890A) ,Estimated 11:27 PM,Arrival
CGK,11:55:00 PM,PR535,Manila (MNL),Philippine Airlines ,A321 (RP-C9909) ,Estimated 11:36 PM,Arrival
CGK,11:55:00 PM,QZ213,Kuala Lumpur (KUL),AirAsia ,A320 (PK-AZA) ,Scheduled,Arrival
CGK,11:55:00 PM,JL729,Tokyo (NRT),Japan Airlines ,B788 (JA839J) ,Delayed 12:38 AM,Arrival
CGK,12:00:00 AM,RI350,Balikpapan (BPN),Rimbun Air ,73F ,Unknown,Departure
CGK,12:05:00 AM,CX798,Hong Kong (HKG),Cathay Pacific ,A333 (B-LAE) ,Departed 12:22 AM,Departure
CGK,12:05:00 AM,ID6180,Jayapura (DJJ),Batik Air ,B738 (PK-LDJ) ,Departed 12:18 AM,Departure
CGK,12:10:00 AM,GA682,Sorong (SOQ),Garuda Indonesia (Pokémon Livery) ,B738 (PK-GMU) ,Departed 12:28 AM,Departure
CGK,12:15:00 AM,5J760,Manila (MNL),Cebu Pacific ,A20N (RP-C4110) ,Departed 12:55 AM,Departure
CGK,12:20:00 AM,CZ8354,Shenzhen (SZX),China Southern Airlines ,A21N (B-32GH) ,Departed 12:25 AM,Departure
CGK,12:25:00 AM,SC2154,Xiamen (XMN),Shandong Airlines ,B38M (B-208N) ,Departed 12:37 AM,Departure
CGK,12:30:00 AM,ID6154,Sorong (SOQ),Batik Air ,32A ,Unknown,Departure
CGK,12:30:00 AM,ID7797,Sorong (SOQ),Batik Air ,A320 (PK-BKQ) ,Departed 12:41 AM,Departure
CGK,12:40:00 AM,SV827,Jeddah (JED),Saudia ,B77W (HZ-AK34) ,Departed 12:58 AM,Departure
CGK,12:40:00 AM,EK359,Dubai (DXB),Emirates ,B77W (A6-EPK) ,Departed 12:46 AM,Departure
CGK,12:45:00 AM,EY471,Abu Dhabi (AUH),Etihad Airways ,B789 (A6-BLU) ,Departed 12:48 AM,Departure
CGK,12:50:00 AM,MS978,Cairo (CAI),Egyptair ,B789 (SU-GEW) ,Departed 1:31 AM,Departure
CGK,12:55:00 AM,PR536,Manila (MNL),Philippine Airlines ,A321 (RP-C9929) ,Departed 1:22 AM,Departure
CGK,12:55:00 AM,QR955,Doha (DOH),Qatar Airways ,B77W (A7-BAS) ,Departed 1:01 AM,Departure
CGK,1:00:00 AM,ID6288,Makassar (UPG),Batik Air ,A320 (PK-LUV) ,Departed 1:11 AM,Departure
CGK,1:00:00 AM,YG9146,Nanning (NNG),YTO Cargo Airlines ,75F ,Estimated dep. 1:00 AM,Departure
CGK,1:05:00 AM,IP920,Sorong (SOQ),Pelita Air ,A320 (PK-PWE) ,Departed 1:07 AM,Departure
CGK,1:10:00 AM,QG346,Makassar (UPG),Citilink ,A320 (PK-GQC) ,Departed 1:15 AM,Departure
CGK,1:15:00 AM,3U9006,Xi'an (XIY),Sichuan Airlines ,33F ,Unknown,Departure
CGK,1:20:00 AM,GA648,Ternate (TTE),Garuda Indonesia ,B738 (PK-GNF) ,Departed 1:36 AM,Departure
CGK,1:20:00 AM,ID6170,Ambon (AMQ),Batik Air ,B738 (PK-LZZ) ,Departed 1:33 AM,Departure
CGK,1:30:00 AM,CI764,Taipei (TPE),China Airlines ,A21N (B-18111) ,Departed 1:59 AM,Departure
CGK,1:30:00 AM,ID6274,Manado (MDC),Batik Air ,B738 (PK-LZM) ,Departed 1:49 AM,Departure
CGK,1:30:00 AM,JT784,Makassar (UPG),Lion Air ,738,Unknown,Departure
CGK,1:30:00 AM,JT898,Makassar (UPG),Lion Air ,B738 (PK-LJY) ,Departed 1:39 AM,Departure
CGK,1:30:00 AM,JT986,Makassar (UPG),Lion Air ,738,Unknown,Departure
CGK,1:40:00 AM,QG300,Manado (MDC),Citilink ,A320 (PK-GQP) ,Departed 2:18 AM,Departure
CGK,1:45:00 AM,QG210,Ambon (AMQ),Citilink ,A320 (PK-GLP) ,Departed 1:46 AM,Departure
CGK,2:00:00 AM,ID6540,Kupang (KOE),Batik Air ,A320 (PK-BLA) ,Departed 2:15 AM,Departure
CGK,2:05:00 AM,QG602,Kupang (KOE),Citilink ,A320 (PK-GLY) ,Departed 2:08 AM,Departure
CGK,2:20:00 AM,GA622,Palu (PLW),Garuda Indonesia ,B738 (PK-GNA) ,Departed 2:35 AM,Departure
CGK,2:25:00 AM,GA606,Manado (MDC),Garuda Indonesia (Retro 1960 livery) ,B738 (PK-GFM) ,Departed 2:41 AM,Departure
CGK,2:30:00 AM,ID6140,Ternate (TTE),Batik Air ,B738 (PK-LZO) ,Departed 2:49 AM,Departure
CGK,2:30:00 AM,ID6560,Palu (PLW),Batik Air ,B738 (PK-LZQ) ,Departed 2:39 AM,Departure
CGK,2:35:00 AM,QG324,Palu (PLW),Citilink ,A320 (PK-GQG) ,Departed 2:46 AM,Departure
CGK,2:55:00 AM,ID6724,Kendari (KDI),Batik Air ,B738 (PK-LBK) ,Departed 3:19 AM,Departure
CGK,3:30:00 AM,CI5854,Kuala Lumpur (KUL),China Airlines ,74Y ,Unknown,Departure
CGK,3:30:00 AM,ID6262,Makassar (UPG),Batik Air ,32A ,Canceled,Departure
CGK,3:40:00 AM,JT690,Surabaya (SUB),Lion Air ,B739 (PK-LHJ) ,Departed 3:55 AM,Departure
CGK,3:40:00 AM,JT748,Surabaya (SUB),Lion Air ,739,Unknown,Departure
