AIRPORT,TIME,FLIGHT,TO,AIRLINE,AIRCRAFT,STATUS,TYPE
TTE,8:15:00 AM,ID6140,Jakarta (CGK),Batik Air ,B738 (PK-LZO) ,Landed 7:58 AM,Arrival
TTE,11:00:00 AM,JT868,Surabaya (SUB),Lion Air ,B738 (PK-LOH) ,Landed 10:25 AM,Arrival
TTE,11:15:00 AM,JT896,Makassar (UPG),Lion Air ,738,Canceled,Arrival
TTE,11:15:00 AM,SJ695,Ambon (AMQ),Sriwijaya Air ,738,Unknown,Arrival
TTE,11:20:00 AM,IW1172,Manado (MDC),Wings Air ,AT7 ,Unknown,Arrival
TTE,12:05:00 PM,IW1178,Manado (MDC),Wings Air ,AT76 (PK-WHO) ,Landed 6:51 PM,Arrival
TTE,12:40:00 PM,SJ598,Makassar (UPG),Sriwijaya Air ,738,Unknown,Arrival
TTE,1:50:00 PM,IU250,Makassar (UPG),Super Air Jet ,A320 (PK-SJM) ,Landed 1:40 PM,Arrival
TTE,1:50:00 PM,IW1171,Morotai (OTI),Wings Air ,AT7 ,Unknown,Arrival
TTE,3:45:00 PM,IW1174,Manado (MDC),Wings Air ,AT76 (PK-WJT) ,Landed 5:55 PM,Arrival
TTE,5:15:00 PM,JT980,Makassar (UPG),Lion Air ,B738 (PK-LPO) ,Landed 5:35 PM,Arrival
TTE,5:15:00 PM,JT1706,Makassar (UPG),Lion Air ,738,Unknown,Arrival
TTE,2:20:00 AM,RI713,Kendari (KDI),Rimbun Air ,73F ,Unknown,Departure
TTE,6:40:00 AM,JT981,Makassar (UPG),Lion Air ,B738 (PK-LPO) ,Departed 6:45 AM,Departure
TTE,8:05:00 AM,GA649,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GNF) ,Departed 8:13 AM,Departure
TTE,8:10:00 AM,SJ694,Ambon (AMQ),Sriwijaya Air ,738,Unknown,Departure
TTE,8:40:00 AM,IW1173,Manado (MDC),Wings Air ,AT76 (PK-WGO) ,Departed 8:56 AM,Departure
TTE,9:00:00 AM,ID6141,Jakarta (CGK),Batik Air ,B738 (PK-LZO) ,Departed 9:03 AM,Departure
TTE,11:45:00 AM,JT869,Surabaya (SUB),Lion Air ,B738 (PK-LOH) ,Departed 11:38 AM,Departure
TTE,12:00:00 PM,IW1172,Morotai (OTI),Wings Air ,AT7 ,Unknown,Departure
TTE,12:00:00 PM,JT897,Makassar (UPG),Lion Air ,738,Canceled,Departure
TTE,1:25:00 PM,SJ599,Makassar (UPG),Sriwijaya Air ,738,Unknown,Departure
TTE,2:10:00 PM,IW1171,Manado (MDC),Wings Air ,AT7 ,Unknown,Departure
TTE,2:35:00 PM,IU251,Makassar (UPG),Super Air Jet ,A320 (PK-SJM) ,Departed 2:38 PM,Departure
TTE,4:15:00 PM,IW1174,Labuha (LAH),Wings Air ,AT76 (PK-WJT) ,Departed 6:59 AM,Departure
UPG,12:20:00 AM,JT938,Jakarta (CGK),Lion Air ,738,Unknown,Arrival
UPG,12:20:00 AM,JT798,Jakarta (CGK),Lion Air ,B738 (PK-LOV) ,Unknown,Arrival
UPG,12:50:00 AM,ID6268,Jakarta (CGK),Batik Air ,738,Canceled,Arrival
UPG,12:50:00 AM,JT984,Jakarta (CGK),Lion Air ,B739 (PK-LGJ) ,Landed 12:35 AM,Arrival
UPG,12:50:00 AM,JT948,Jakarta (CGK),Lion Air ,738,Unknown,Arrival
UPG,12:50:00 AM,JT944,Jakarta (CGK),Lion Air ,738,Unknown,Arrival
UPG,12:55:00 AM,QG250,Jakarta (CGK),Citilink ,A320 (PK-GQL) ,Landed 12:42 AM,Arrival
UPG,1:25:00 AM,SJ584,Jakarta (CGK),Sriwijaya Air ,B738 (PK-CRI) ,Unknown,Arrival
UPG,1:40:00 AM,SJ598,Jakarta (CGK),Sriwijaya Air ,B738 (PK-CRI) ,Unknown,Arrival
UPG,1:50:00 AM,ID6182,Jakarta (CGK),Batik Air ,B738 (PK-LZS) ,Landed 1:55 AM,Arrival
UPG,4:20:00 AM,ID6288,Jakarta (CGK),Batik Air ,A320 (PK-LUV) ,Unknown,Arrival
UPG,4:30:00 AM,QG346,Jakarta (CGK),Citilink ,A320 (PK-GQC) ,Unknown,Arrival
UPG,4:50:00 AM,JT784,Jakarta (CGK),Lion Air ,738,Unknown,Arrival
UPG,4:50:00 AM,JT898,Jakarta (CGK),Lion Air ,B738 (PK-LJY) ,Unknown,Arrival
UPG,4:50:00 AM,JT986,Jakarta (CGK),Lion Air ,738,Unknown,Arrival
UPG,6:50:00 AM,ID6262,Jakarta (CGK),Batik Air ,32A ,Canceled,Arrival
UPG,7:20:00 AM,JT792,Jakarta (CGK),Lion Air ,738,Unknown,Arrival
UPG,7:20:00 AM,JT1852,Jakarta (CGK),Lion Air ,738,Unknown,Arrival
UPG,7:25:00 AM,JT641,Palu (PLW),Lion Air ,739,Unknown,Arrival
UPG,7:25:00 AM,JT781,Palu (PLW),Lion Air ,B739 (PK-LKM) ,Unknown,Arrival
UPG,7:25:00 AM,JT1781,Palu (PLW),Lion Air ,739,Unknown,Arrival
UPG,7:30:00 AM,JT981,Ternate (TTE),Lion Air ,B738 (PK-LPO) ,Unknown,Arrival
UPG,7:30:00 AM,JT786,Surabaya (SUB),Lion Air ,B738 (PK-LJS) ,Unknown,Arrival
UPG,7:30:00 AM,JT852,Surabaya (SUB),Lion Air ,738,Unknown,Arrival
UPG,7:40:00 AM,GA604,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GFW) ,Unknown,Arrival
UPG,7:40:00 AM,IW1305,Bau-Bau (BUW),Wings Air ,AT76 (PK-WHZ) ,Unknown,Arrival
UPG,7:40:00 AM,JT741,Manado (MDC),Lion Air ,B739 (PK-LSW) ,Unknown,Arrival
UPG,7:50:00 AM,ID6136,Surabaya (SUB),Batik Air ,A320 (PK-BKY) ,Unknown,Arrival
UPG,7:50:00 AM,ID6142,Jakarta (CGK),Batik Air ,A320 (PK-LAJ) ,Unknown,Arrival
UPG,7:50:00 AM,ID8136,Surabaya (SUB),Batik Air ,738,Unknown,Arrival
UPG,7:55:00 AM,JT991,Kendari (KDI),Lion Air ,739,Canceled,Arrival
UPG,8:00:00 AM,IU589,Kendari (KDI),Super Air Jet ,A320 (PK-SGC) ,Unknown,Arrival
UPG,8:20:00 AM,ID6286,Jakarta (CGK),Batik Air ,32A ,Canceled,Arrival
UPG,8:20:00 AM,JT746,Denpasar (DPS),Lion Air ,B739 (PK-LGV) ,Unknown,Arrival
UPG,8:20:00 AM,JT791,Ambon (AMQ),Lion Air ,739,Unknown,Arrival
UPG,8:20:00 AM,QG340,Jakarta (CGK),Citilink ,A20N (PK-GTD) ,Unknown,Arrival
UPG,8:30:00 AM,JT708,Surabaya (SUB),Lion Air ,739,Canceled,Arrival
UPG,8:50:00 AM,ID6236,Jakarta (CGK),Batik Air ,A320 (PK-LAT) ,Unknown,Arrival
UPG,8:55:00 AM,GA640,Jakarta (CGK),Garuda Indonesia (Pocari Sweat Livery) ,B738 (PK-GNN) ,Unknown,Arrival
UPG,9:00:00 AM,IU540,Surabaya (SUB),Super Air Jet ,A320 (PK-SJZ) ,Unknown,Arrival
UPG,9:10:00 AM,SJ571,Sorong (SOQ),Sriwijaya Air ,738,Unknown,Arrival
UPG,9:20:00 AM,QG333,Kendari (KDI),Citilink ,A320 (PK-GLS) ,Unknown,Arrival
UPG,9:30:00 AM,JT882,Surabaya (SUB),Lion Air ,739,Canceled,Arrival
UPG,9:55:00 AM,IW1207,Kolaka (KXB),Wings Air ,AT75 (PK-WFK) ,Unknown,Arrival
UPG,10:00:00 AM,QG251,Jayapura (DJJ),Citilink ,A320 (PK-GQL) ,Unknown,Arrival
UPG,10:05:00 AM,IU250,Jakarta (CGK),Super Air Jet ,A320 (PK-SJM) ,Unknown,Arrival
UPG,10:25:00 AM,IW1351,Palopo (LLO),Wings Air ,AT76 (PK-WKK) ,Landed 10:30 AM,Arrival
UPG,10:25:00 AM,JT987,Kendari (KDI),Lion Air ,B738 (PK-LPO) ,Unknown,Arrival
UPG,10:25:00 AM,QG307,Surabaya (SUB),Citilink ,A20N (PK-GTE) ,Unknown,Arrival
UPG,10:30:00 AM,JT949,Merauke (MKQ),Lion Air ,B739 (PK-LHR) ,Unknown,Arrival
UPG,11:00:00 AM,IW1329,Morowali (MOH),Wings Air ,AT76 (PK-WHZ) ,Unknown,Arrival
UPG,11:15:00 AM,GA605,Kendari (KDI),Garuda Indonesia ,B738 (PK-GFW) ,Unknown,Arrival
UPG,11:20:00 AM,ID6292,Jakarta (CGK),Batik Air ,A320 (PK-LUV) ,Unknown,Arrival
UPG,11:20:00 AM,JT892,Jakarta (CGK),Lion Air ,B738 (PK-LSF) ,Unknown,Arrival
UPG,11:20:00 AM,ID6788,Jakarta (CGK),Batik Air ,32A ,Unknown,Arrival
UPG,11:35:00 AM,JT778,Jakarta (CGK),Lion Air ,739,Unknown,Arrival
UPG,11:45:00 AM,GA610,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GFG) ,Unknown,Arrival
UPG,11:45:00 AM,JT855,Palu (PLW),Lion Air ,B739 (PK-LSI) ,Unknown,Arrival
UPG,11:45:00 AM,JT1855,Palu (PLW),Lion Air ,738,Unknown,Arrival
UPG,11:45:00 AM,JT3855,Palu (PLW),Lion Air ,738,Unknown,Arrival
UPG,11:55:00 AM,IU548,Surabaya (SUB),Super Air Jet ,320,Unknown,Arrival
UPG,11:55:00 AM,JT891,Gorontalo (GTO),Lion Air ,739,Unknown,Arrival
UPG,12:00:00 PM,IW1331,Toraja (TRT),Wings Air ,AT76 (PK-WHF) ,Unknown,Arrival
UPG,12:05:00 PM,ID6183,Jayapura (DJJ),Batik Air ,B738 (PK-BGZ) ,Landed 11:58 AM,Arrival
UPG,12:05:00 PM,IU532,Samarinda (AAP),Super Air Jet ,A320 (PK-SGC) ,Unknown,Arrival
UPG,12:05:00 PM,JT785,Manokwari (MKW),Lion Air ,B738 (PK-LJY) ,Landed 11:54 AM,Arrival
UPG,12:05:00 PM,JT1785,Manokwari (MKW),Lion Air ,738,Unknown,Arrival
UPG,12:20:00 PM,JT787,Ambon (AMQ),Lion Air ,B738 (PK-LJS) ,Landed 12:45 PM,Arrival
UPG,12:25:00 PM,IU585,Kendari (KDI),Super Air Jet ,A320 (PK-SJZ) ,Landed 12:52 PM,Arrival
UPG,12:40:00 PM,JT985,Timika (TIM),Lion Air ,B739 (PK-LGJ) ,Landed 1:04 PM,Arrival
UPG,12:45:00 PM,IW1333,Morowali (MOH),Wings Air ,AT76 (PK-WJI) ,Landed 12:33 PM,Arrival
UPG,12:45:00 PM,QG350,Surabaya (SUB),Citilink ,A20N (PK-GTD) ,Landed 12:41 PM,Arrival
UPG,12:50:00 PM,JT897,Ternate (TTE),Lion Air ,738,Unknown,Arrival
UPG,1:00:00 PM,IU3666,Balikpapan (BPN),Super Air Jet ,A320 (PK-SJI) ,Landed 1:18 PM,Arrival
UPG,1:05:00 PM,JT706,Surabaya (SUB),Lion Air ,B739 (PK-LGY) ,Landed 2:00 PM,Arrival
UPG,1:05:00 PM,JT994,Surabaya (SUB),Lion Air ,738,Unknown,Arrival
UPG,1:05:00 PM,JT1706,Surabaya (SUB),Lion Air ,738,Unknown,Arrival
UPG,1:05:00 PM,JT3854,Surabaya (SUB),Lion Air ,738,Unknown,Arrival
UPG,1:20:00 PM,IW2299,Morowali (MOH),Wings Air ,AT7 ,Unknown,Arrival
UPG,1:20:00 PM,JT774,Jakarta (CGK),Lion Air ,B739 (PK-LST) ,Landed 1:44 PM,Arrival
UPG,1:20:00 PM,JT797,Jayapura (DJJ),Lion Air ,B739 (PK-LSH) ,Unknown,Arrival
UPG,1:20:00 PM,JT854,Jakarta (CGK),Lion Air ,738,Unknown,Arrival
UPG,1:20:00 PM,JT980,Jakarta (CGK),Lion Air ,738,Unknown,Arrival
UPG,1:25:00 PM,ID6295,Luwuk (LUW),Batik Air ,A320 (PK-LAT) ,Landed 1:01 PM,Arrival
UPG,1:25:00 PM,JT743,Manado (MDC),Lion Air ,B739 (PK-LGV) ,Landed 1:47 PM,Arrival
UPG,1:25:00 PM,JT939,Biak (BIK),Lion Air ,B738 (PK-LOJ) ,Landed 3:25 PM,Arrival
UPG,1:25:00 PM,ID8137,Luwuk (LUW),Batik Air ,32A ,Unknown,Arrival
UPG,1:25:00 PM,JT709,Biak (BIK),Lion Air ,738,Unknown,Arrival
UPG,1:25:00 PM,JT3743,Manado (MDC),Lion Air ,738,Unknown,Arrival
UPG,1:25:00 PM,SJ663,Ambon (AMQ),Sriwijaya Air ,738,Unknown,Arrival
UPG,1:30:00 PM,IU534,Balikpapan (BPN),Super Air Jet ,A320 (PK-SAY) ,Landed 2:18 PM,Arrival
UPG,1:30:00 PM,SJ583,Biak (BIK),Sriwijaya Air ,738,Unknown,Arrival
UPG,1:35:00 PM,SJ589,Timika (TIM),Sriwijaya Air ,738,Unknown,Arrival
UPG,1:50:00 PM,IW2329,Morowali (MOH),Wings Air ,AT7 ,Unknown,Arrival
UPG,1:55:00 PM,JT640,Yogyakarta (YIA),Lion Air ,B739 (PK-LKM) ,Landed 1:57 PM,Arrival
UPG,1:55:00 PM,JT995,Kendari (KDI),Lion Air ,739,Unknown,Arrival
UPG,2:00:00 PM,ID6195,Sorong (SOQ),Batik Air ,A320 (PK-LAJ) ,Landed 2:10 PM,Arrival
UPG,2:00:00 PM,JT881,Ambon (AMQ),Lion Air ,B738 (PK-LJW) ,Landed 2:13 PM,Arrival
UPG,2:00:00 PM,ID6137,Sorong (SOQ),Batik Air ,32A ,Unknown,Arrival
